taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2964525	Lupinus nootkatensis Donn ex Sims	2964525	Lupinus nootkatensis Donn ex Sims	35	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lupinus	2963774	Lupinus nootkatensis	2964525	LC
2965282	Medicago truncata Gaertn.	2965280	Medicago truncatula Gaertn.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago truncatula	2965280	NE
2965434	Medicago monspeliaca (L.) Trautv.	2965434	Medicago monspeliaca (L.) Trautv.	60	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago monspeliaca	2965434	NE
2982717	Vigna parkeri Baker	2982717	Vigna parkeri Baker	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vigna	2982372	Vigna parkeri	2982717	LC
2986124	Ribes oxyacanthoides L.	2986124	Ribes oxyacanthoides L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Grossulariaceae	2403	Ribes	2986095	Ribes oxyacanthoides	2986124	NE
2994912	Rubus odoratus L.	2994912	Rubus odoratus L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus odoratus	2994912	NE
3021868	Prunus serotina var. salicifolia (Kunth) Koehne	3021868	Prunus serotina var. salicifolia (Kunth) Koehne	3	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559	Prunus serotina	3021850	
4133312	Agropyron dasyanthum Ledeb.	4133312	Agropyron dasyanthum Ledeb.	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Agropyron	2705193	Agropyron dasyanthum	4133312	EN
4928770	Acer monspessulanum subsp. ibericum (M.Bieb.) Yalt.	4928770	Acer monspessulanum subsp. ibericum (M.Bieb.) Yalt.	5	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834	Acer monspessulanum	7262958	
5354609	Cytisus reverchonii (Degen & Hervier) Bean	5611658	Cytisus scoparius subsp. reverchonii (Degen & Hervier) Rivas Goday & Rivas Mart.	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cytisus	8089532	Cytisus scoparius	5354656	NE
5366106	Potentilla grandiflora L.	5366106	Potentilla grandiflora L.	40	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Potentilla	8079058	Potentilla grandiflora	5366106	NE
5375547	Erucastrum gallicum (Willd.) O.E.Schulz	5375547	Erucastrum gallicum (Willd.) O.E.Schulz	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Erucastrum	7508856	Erucastrum gallicum	5375547	NE
5950272	Allium noeanum Reut. ex Regel	5950272	Allium noeanum Reut. ex Regel	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium noeanum	5950272	EN
6358498	Ficus superba (Miq.) Miq.	6358498	Ficus superba (Miq.) Miq.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus superba	6358498	NE
7424640	Setaria verticillata var. longiseta Ducommun	5289686	Setaria verticillata (L.) P.Beauv.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Setaria	2702955	Setaria verticillata	5289686	
8625614	Lactuca viminea (L.) J.Presl & C.Presl	8625614	Lactuca viminea (L.) J.Presl & C.Presl	48	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Lactuca	3140231	Lactuca viminea	8625614	NE
2768451	Asparagus gonoclados Baker	2768451	Asparagus gonoclados Baker	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Asparagus	9527393	Asparagus gonoclados	2768451	NE
2964223	Lupinus nanus Douglas ex Benth.	2964223	Lupinus nanus Douglas ex Benth.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lupinus	2963774	Lupinus nanus	2964223	LC
2965213	Medicago lesinsii F.Small	2965209	Medicago murex Willd.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago murex	2965209	LC
2974826	Vicia hyrcanica Fisch. & C.A.Mey.	2974826	Vicia hyrcanica Fisch. & C.A.Mey.	108	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia hyrcanica	2974826	DD
2975006	Vicia quadrijuga P.H.Davis	2975006	Vicia quadrijuga P.H.Davis	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia quadrijuga	2975006	CR
3086337	Piper aduncum L.	3086337	Piper aduncum L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Piperales	404	Piperaceae	6678	Piper	3075433	Piper aduncum	3086337	LC
5356430	Lathyrus saxatilis (Vent.) Vis.	5356430	Lathyrus saxatilis (Vent.) Vis.	55	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lathyrus	10356062	Lathyrus saxatilis	5356430	LC
5361904	Ficus racemosa L.	5361904	Ficus racemosa L.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus racemosa	5361904	LC
5362828	Pyrus elaeagrifolia Pall.	5362828	Pyrus elaeagrifolia Pall.	24	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Pyrus	2986532	Pyrus elaeagrifolia	5362828	DD
5376403	Diplotaxis siettiana Maire	5376403	Diplotaxis siettiana Maire	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Diplotaxis	3051461	Diplotaxis siettiana	5376403	CR
7406458	Medicago littoralis subsp. striata (Bastard) R.C.V.Douin	2965250	Medicago tornata (L.) Mill.	2	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago tornata	2965250	
7621346	Aegilops squarrosa var. typica Eig	5289793	Aegilops triuncialis L.	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Aegilops	2703501	Aegilops triuncialis	5289793	
8082511	Setaria italica subsp. italica	5289698	Setaria italica (L.) P.Beauv.	90	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Setaria	2702955	Setaria italica	5289698	
8361486	Triticum durum var. alexandrinum Korn.	6313051	Triticum turgidum subsp. durum (Desf.) Husn.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Triticum	2706388	Triticum turgidum	2706406	
2706152	Pennisetum ciliare (L.) Link	4109540	Cenchrus ciliaris L.	10	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Cenchrus	2703201	Cenchrus ciliaris	4109540	LC
2768701	Asparagus aphyllus L.	2768701	Asparagus aphyllus L.	103	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Asparagus	9527393	Asparagus aphyllus	2768701	LC
2857601	Allium ursinum L.	2857601	Allium ursinum L.	199	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium ursinum	2857601	NE
2930578	Solanum giganteum Jacq.	2930578	Solanum giganteum Jacq.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum giganteum	2930578	LC
2931084	Solanum jamesii Torr.	2931084	Solanum jamesii Torr.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum jamesii	2931084	LC
2965471	Medicago orthoceras (Kar. & Kir.) Trautv.	2965471	Medicago orthoceras (Kar. & Kir.) Trautv.	31	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago orthoceras	2965471	NE
2974821	Vicia sericocarpa Fenzl	2974821	Vicia sericocarpa Fenzl	31	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia sericocarpa	2974821	LC
2988982	Rubus amabilis Focke	2988982	Rubus amabilis Focke	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus amabilis	2988982	NE
3042927	Brassica nivalis Boiss. & Heldr.	3042927	Brassica nivalis Boiss. & Heldr.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica nivalis	3042927	LC
4153099	Avena longiglumis Durieu	4153099	Avena longiglumis Durieu	66	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Avena	2705282	Avena longiglumis	4153099	NE
5374250	Isatis amani P.H.Davis	5374250	Isatis amani P.H.Davis	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Isatis	3043620	Isatis amani	5374250	NE
6430896	Sorghum halepense var. halepense	2705185	Sorghum halepense (L.) Pers.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Sorghum	2705180	Sorghum halepense	2705185	
7299624	Nicotiana megalosiphon Van Heurck & Müll.Arg.	7299624	Nicotiana megalosiphon Van Heurck & Müll.Arg.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Nicotiana	2928756	Nicotiana megalosiphon	7299624	NE
7655438	Medicago sativa subsp. varia (Martyn) O.Bolòs & Vigo	2965331	Medicago ×varia Martyn	914	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago varia	2965331	
8261859	Ilex serrata Thunb.	8261859	Ilex serrata Thunb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Aquifoliales	7226638	Aquifoliaceae	6716	Ilex	10792217	Ilex serrata	8261859	NE
9441486	Triticum aestivum var. album Gray	4932510	Triticum aestivum subsp. aestivum	8	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Triticum	2706388	Triticum aestivum	7795888	
11406663	Lathyrus pannonicus subsp. versicolor (J.F.Gmel.) Janch.	5356647	Lathyrus pannonicus subsp. varius (Hill) P.W.Ball	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lathyrus	10356062	Lathyrus pannonicus	5356631	
12019548	Cytisus xpraecox Bean	8213866	Cytisus ×praecox Bean	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cytisus	8089532	Cytisus praecox	8213866	NE
2768556	Asparagus cooperi Baker	7070040	Asparagus africanus var. africanus	5	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Asparagus	9527393	Asparagus africanus	2768551	NE
2768995	Asparagus acutifolius L.	2768995	Asparagus acutifolius L.	133	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Asparagus	9527393	Asparagus acutifolius	2768995	LC
2974954	Vicia anatolica Turrill	2974954	Vicia anatolica Turrill	191	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia anatolica	2974954	LC
3021109	Prunus pleiocerasus Koehne	3021109	Prunus pleiocerasus Koehne	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559	Prunus pleiocerasus	3021109	DD
3042918	Brassica villosa Biv.	3042918	Brassica villosa Biv.	29	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica villosa	3042918	NT
4932614	Hordeum bogdanii Wilensky	4932614	Hordeum bogdanii Wilensky	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Hordeum	2706050	Hordeum bogdanii	4932614	LC
5356412	Lathyrus palustris L.	5356412	Lathyrus palustris L.	60	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lathyrus	10356062	Lathyrus palustris	5356412	LC
5362573	Pyrus communis L.	5362573	Pyrus communis L.	6863	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Pyrus	2986532	Pyrus communis	5362573	LC
5362864	Pyrus elaeagnifolia subsp. kotschyana (Boiss. ex Decne.) Browicz	6712280	Pyrus elaeagrifolia subsp. kotschyana (Boiss. ex Decne) Browicz	2	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Pyrus	2986532	Pyrus elaeagrifolia	5362828	
5373469	Crambe filiformis Jacq.	5373469	Crambe filiformis Jacq.	117	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Crambe	3041334	Crambe filiformis	5373469	NE
6709179	Brassica oleracea f. alba DC.	3042845	Brassica oleracea L.	93	FORM	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica oleracea	3042845	
8412627	Panicum philadelphicum Bernh. ex Nees	8412627	Panicum philadelphicum Bernh. ex Nees	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Panicum	2705064	Panicum philadelphicum	8412627	NE
9603492	Vicia pannonica var. pannonica	2974811	Vicia pannonica Crantz	183	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia pannonica	2974811	
2763014	Musa peekelii Lauterb.	2763014	Musa peekelii Lauterb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa peekelii	2763014	LC
2856311	Allium stellerianum Willd.	2856311	Allium stellerianum Willd.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium stellerianum	2856311	NE
2974751	Vicia L.	2974751	Vicia L.	1832	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751			NE
2975270	Vicia scandens R.P.Murray	2975270	Vicia scandens R.P.Murray	12	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia scandens	2975270	NE
2975309	Vicia bithynica (L.) L.	2975309	Vicia bithynica (L.) L.	272	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia bithynica	2975309	LC
2975380	Vicia cassubica L.	2975380	Vicia cassubica L.	81	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia cassubica	2975380	NE
3114236	Rudbeckia nitida Nutt.	3114236	Rudbeckia nitida Nutt.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Rudbeckia	3114220	Rudbeckia nitida	3114236	NE
4194469	Ribes ×varoi Blanca	4194469	Ribes ×varoi Blanca	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Grossulariaceae	2403	Ribes	2986095	Ribes varoi	4194469	NE
5376357	Diplotaxis viminea (L.) DC.	5376357	Diplotaxis viminea (L.) DC.	81	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Diplotaxis	3051461	Diplotaxis viminea	5376357	NE
5571621	Ficus villosa Blume	5571621	Ficus villosa Blume	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus villosa	5571621	NE
6709094	Manihot carthagenensis subsp. glaziovii (Müll.Arg.) Allem	6709094	Manihot carthagenensis subsp. glaziovii (Müll.Arg.) Allem	2	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Manihot	3060685	Manihot carthagenensis	4930698	LC
7922050	Hordeum vulgare var. heterolepis Korn.	4932619	Hordeum vulgare subsp. vulgare	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Hordeum	2706050	Hordeum vulgare	2706056	
9546382	Nicotiana forgetiana Sander ex W.Watson	9546382	Nicotiana forgetiana Sander ex W.Watson	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Nicotiana	2928756	Nicotiana forgetiana	9546382	NE
2743233	Vanilla Plum. ex Mill.	2743233	Vanilla Plum. ex Mill.	2	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Vanilla	2743233			NE
2988972	Rubus pruinosus Arrh.	2988972	Rubus pruinosus Arrh.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus pruinosus	2988972	NE
2994120	Rubus cockburnianus Hemsl.	2994120	Rubus cockburnianus Hemsl.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus cockburnianus	2994120	NE
2995413	Rubus godronii Lecoq & Lamotte	2995413	Rubus godronii Lecoq & Lamotte	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus godronii	2995413	NE
3023411	Prunus mandshurica (Maxim.) Koehne	3023411	Prunus mandshurica (Maxim.) Koehne	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559	Prunus mandshurica	3023411	DD
5356714	Lathyrus japonicus Willd.	5356714	Lathyrus japonicus Willd.	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lathyrus	10356062	Lathyrus japonicus	5356714	LC
5534215	Ilex hyrcana Pojark.	5534368	Ilex spinigera (Loes.) Loes.	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Aquifoliales	7226638	Aquifoliaceae	6716	Ilex	10792217	Ilex spinigera	5534368	NE
6313045	Triticum turgidum subsp. carthlicum (Nevski) Á.Löve	6313045	Triticum turgidum subsp. carthlicum (Nevski) Á.Löve	326	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Triticum	2706388	Triticum turgidum	2706406	
6313319	Agropyron cristatum var. pectinatum (M.Bieb.) Tzvelev	2705196	Agropyron cristatum (L.) Gaertn.	15	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Agropyron	2705193	Agropyron cristatum	2705196	
7225151	Vigna angularis var. angularis	2982508	Vigna angularis (Willd.) Ohwi & H.Ohashi	3	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vigna	2982372	Vigna angularis	2982508	
7587087	Cajanus cajan (L.) Huth	7587087	Cajanus cajan (L.) Huth	31	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cajanus	2960263	Cajanus cajan	7587087	NE
2855913	Allium phanerantherum Boiss. & Hausskn.	2855913	Allium phanerantherum Boiss. & Hausskn.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium phanerantherum	2855913	NE
2930350	Solanum guaraniticum A.St.-Hil.	2930350	Solanum guaraniticum A.St.-Hil.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum guaraniticum	2930350	NE
3140323	Lactuca aculeata Boiss. & Kotschy	3140323	Lactuca aculeata Boiss. & Kotschy	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Lactuca	3140231	Lactuca aculeata	3140323	NE
3190128	Poncirus trifoliata (L.) Raf.	3190129	Citrus trifoliata L.	11	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Citrus	3190155	Citrus trifoliata	3190129	NE
4194845	Ribes longeracemosum Franch.	4194845	Ribes longeracemosum Franch.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Grossulariaceae	2403	Ribes	2986095	Ribes longeracemosum	4194845	NE
5612082	Lens culinaris subsp. microsperma (Baumg.) N.F.Mattos	10780717	Vicia lens subsp. lens	606	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia lens	3973001	
7224570	Lathyrus pannonicus subsp. pannonicus	7224570	Lathyrus pannonicus subsp. pannonicus	2	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lathyrus	10356062	Lathyrus pannonicus	5356631	
7433999	Vicia crocea (Desf.) B.Fedtsch.	7433999	Vicia crocea (Desf.) B.Fedtsch.	66	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia crocea	7433999	NE
7738766	Miscanthus sacchariflorus (Maxim.) Benth. & Hook.f. ex Franch.	7738766	Miscanthus sacchariflorus (Maxim.) Benth. & Hook.f. ex Franch.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Miscanthus	2706020	Miscanthus sacchariflorus	7738766	NE
9624496	Allium L.	9624496	Allium L.	1540	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496			
2703461	Oryza punctata Kotschy ex Steud.	2703461	Oryza punctata Kotschy ex Steud.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Oryza	2703455	Oryza punctata	2703461	LC
2856703	Allium pruinatum Link ex Spreng.	2856703	Allium pruinatum Link ex Spreng.	75	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium pruinatum	2856703	DD
3042925	Brassica carinata A.Braun	3042925	Brassica carinata A.Braun	16	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica carinata	3042925	NE
3970323	Vigna sinensis (L.) Savi ex Hausskn.	7225149	Vigna unguiculata subsp. unguiculata	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vigna	2982372	Vigna unguiculata	2982583	NE
5289790	Aegilops speltoides Tausch	5289790	Aegilops speltoides Tausch	142	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Aegilops	2703501	Aegilops speltoides	5289790	LC
7514878	Prunus pumila var. besseyi (L.H.Bailey) Waugh	7514878	Prunus pumila var. besseyi (L.H.Bailey) Waugh	2	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559	Prunus pumila	3021605	LC
8107952	Vavilovia formosa (Steven) Fed.	11608683	Lathyrus formosus (Steven) Kenicer	50	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lathyrus	10356062	Lathyrus formosus	11608683	NE
8300268	Triticum durum var. niloticum (Korn.) Stolet.	2705181	Sorghum bicolor (L.) Moench	4	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Sorghum	2705180	Sorghum bicolor	2705181	
2706052	Hordeum jubatum L.	2706052	Hordeum jubatum L.	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Hordeum	2706050	Hordeum jubatum	2706052	LC
