taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2768817	Asparagus tenuifolius Lam.	2768817	Asparagus tenuifolius Lam.	17	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Asparagus	9527393	Asparagus tenuifolius	2768817	LC
2874569	Cucumis sativus L.	2874569	Cucumis sativus L.	2554	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Cucumis	2874568	Cucumis sativus	2874569	NE
2930755	Solanum triquetrum Cav.	2930755	Solanum triquetrum Cav.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum triquetrum	2930755	NE
2975139	Vicia narbonensis var. aegyptiaca Asch. & Schweinf.	2975139	Vicia narbonensis var. aegyptiaca Asch. & Schweinf.	28	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia narbonensis	2975132	
2975196	Vicia cappadocica Boiss.	2975196	Vicia cappadocica Boiss.	34	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia cappadocica	2975196	NE
3042514	Brassica gravinae Ten.	3042514	Brassica gravinae Ten.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica gravinae	3042514	NE
3190638	Mangifera indica L.	3190638	Mangifera indica L.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Mangifera	3075453	Mangifera indica	3190638	DD
3966471	Medicago halophila (Boiss.) E.Small	3966471	Medicago halophila (Boiss.) E.Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago halophila	3966471	NE
4107443	Elymus panormitanus (Parl.) Tzvelev	4107443	Elymus panormitanus (Parl.) Tzvelev	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Elymus	10465436	Elymus panormitanus	4107443	NE
4152690	Avena murphyi Ladiz.	4152690	Avena murphyi Ladiz.	57	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Avena	2705282	Avena murphyi	4152690	EN
5366621	Potentilla aspegrenii Kurtto	5366621	Potentilla aspegrenii Kurtto	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Potentilla	8079058	Potentilla aspegrenii	5366621	NE
5366623	Potentilla humifusa Willd. ex D.F.K.Schltdl.	5366623	Potentilla humifusa Willd. ex D.F.K.Schltdl.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Potentilla	8079058	Potentilla humifusa	5366623	NE
9313794	Citrus ×clementina Yu.Tanaka	8077391	Citrus ×aurantium L.	29	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Citrus	3190155	Citrus aurantium	8077391	NE
2706150	Pennisetum clandestinum Hochst. ex Chiov.	5828201	Cenchrus clandestinus (Hochst. ex Chiov.) Morrone	6	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Cenchrus	2703201	Cenchrus clandestinus	5828201	LC
2856332	Allium scaberrimum M.Serres	2856332	Allium scaberrimum M.Serres	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium scaberrimum	2856332	NE
2975159	Vicia freyniana Bornm.	2975159	Vicia freyniana Bornm.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia freyniana	2975159	NE
3042797	Brassica macrocarpa Guss.	3042797	Brassica macrocarpa Guss.	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica macrocarpa	3042797	CR
4121120	Secale segetale (Zhuk.) Roshev.	4121120	Secale segetale (Zhuk.) Roshev.	102	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Secale	2705965	Secale segetale	4121120	NE
4929964	Medicago shepardii Post ex Boiss.	4929964	Medicago shepardii Post ex Boiss.	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago shepardii	4929964	NE
6712226	Prunus hybr	6712226	Prunus hybr	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559	Prunus hybr	6712226	NE
7344613	Pistacia terebinthus subsp. terebinthus	3190580	Pistacia terebinthus L.	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Pistacia	3190459	Pistacia terebinthus	3190580	
8033197	Beta vulgaris var. altissima Döll	8971274	Beta vulgaris L.	52	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Amaranthaceae	3064	Beta	3083586	Beta vulgaris	8971274	
8105068	Camellia cuspidata (Kochs) Bean	8105068	Camellia cuspidata (Kochs) Bean	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Theaceae	3189597	Camellia	3189634	Camellia cuspidata	8105068	NE
2763083	Ensete superbum (Roxb.) Cheesman	2763083	Ensete superbum (Roxb.) Cheesman	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Ensete	2763026	Ensete superbum	2763083	NE
2856656	Allium kermesinum Rchb.	2856656	Allium kermesinum Rchb.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium kermesinum	2856656	DD
3799749	Nicotiana linearis Phil.	3799749	Nicotiana linearis Phil.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Nicotiana	2928756	Nicotiana linearis	3799749	NE
5365496	Potentilla aurea L.	5365496	Potentilla aurea L.	19	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Potentilla	8079058	Potentilla aurea	5365496	NE
5374110	Isatis mardinensis P.H.Davis & H.Misirdali	5374110	Isatis mardinensis P.H.Davis & H.Misirdali	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Isatis	3043620	Isatis mardinensis	5374110	NE
5374617	Barbarea trichopoda Hausskn. & Bornm. ex Bornm.	5374617	Barbarea trichopoda Hausskn. & Bornm. ex Bornm.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Barbarea	8370997	Barbarea trichopoda	5374617	NE
5376835	Lepidium apetalum Willd.	5376835	Lepidium apetalum Willd.	12	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Lepidium	3051713	Lepidium apetalum	5376835	NE
7224008	Cucurbita pepo var. pepo	7317523	Cucurbita pepo subsp. pepo	28	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Cucurbita	2874506	Cucurbita pepo	2874508	
7315826	Ilex integra Thunb.	7315826	Ilex integra Thunb.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Aquifoliales	7226638	Aquifoliaceae	6716	Ilex	10792217	Ilex integra	7315826	NE
8391259	Lathyrus clymenum var. tenuifolius Godr. & Gren.	5356407	Lathyrus clymenum L.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lathyrus	10356062	Lathyrus clymenum	5356407	
2705536	Tripsacum dactyloides (L.) L.	2705536	Tripsacum dactyloides (L.) L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Tripsacum	2705530	Tripsacum dactyloides	2705536	NE
2974989	Vicia ochroleuca Ten.	2974989	Vicia ochroleuca Ten.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia ochroleuca	2974989	NE
2986132	Ribes divaricatum Douglas	2986132	Ribes divaricatum Douglas	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Grossulariaceae	2403	Ribes	2986095	Ribes divaricatum	2986132	NE
3042846	Brassica oleracea var. capitata L.	3042845	Brassica oleracea L.	1112	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica oleracea	3042845	
3042863	Brassica oleracea var. italica Plenck	3042845	Brassica oleracea L.	365	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica oleracea	3042845	
5362990	Pyrus phaeocarpa Rehder	5362990	Pyrus phaeocarpa Rehder	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Pyrus	2986532	Pyrus phaeocarpa	5362990	LC
5534515	Ilex sikkimensis Kurz	5534515	Ilex sikkimensis Kurz	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Aquifoliales	7226638	Aquifoliaceae	6716	Ilex	10792217	Ilex sikkimensis	5534515	LC
7377281	Triticum aestivum var. pseudograecum (Flaksb.) Mansf.	4932510	Triticum aestivum subsp. aestivum	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Triticum	2706388	Triticum aestivum	7795888	
7658500	Triticum durum var. muticoerythromelan	6313051	Triticum turgidum subsp. durum (Desf.) Husn.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Triticum	2706388	Triticum turgidum	2706406	
7941138	Hordeum vulgare var. subparallelum Orlov	4932619	Hordeum vulgare subsp. vulgare	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Hordeum	2706050	Hordeum vulgare	2706056	
2702816	Echinochloa muricata (P.Beauv.) Fernald	2702816	Echinochloa muricata (P.Beauv.) Fernald	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Echinochloa	2702794	Echinochloa muricata	2702816	NE
2705965	Secale L.	2705965	Secale L.	812	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Secale	2705965			
2965483	Medicago ×caucasica Vassilcz.	2965331	Medicago ×varia Martyn	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago varia	2965331	NE
2994677	Rubus bambusarum Focke	2994677	Rubus bambusarum Focke	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus bambusarum	2994677	NE
3041022	Armoracia rusticana P.Gaertn., B.Mey. & Scherb.	3041022	Armoracia rusticana P.Gaertn., B.Mey. & Scherb.	292	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Armoracia	3041017	Armoracia rusticana	3041022	LC
3042833	Brassica cadmea Heldr.	3042833	Brassica cadmea Heldr.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica cadmea	3042833	NE
3114229	Rudbeckia laciniata L.	3114229	Rudbeckia laciniata L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Rudbeckia	3114220	Rudbeckia laciniata	3114229	NE
3767863	Acer longipes subsp. amplum (Rehder) P.C.DeJong	7262947	Acer amplum Rehder	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834	Acer amplum	7262947	LC
5360475	Trigonella foenum-graecum L.	5360475	Trigonella foenum-graecum L.	167	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Trigonella	2981525	Trigonella foenum-graecum	5360475	NE
5363013	Pyrus pannonica Terpó	8151172	Pyrus nivalis Jacq.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Pyrus	2986532	Pyrus nivalis	8151172	NE
7324570	Triticum dicoccum var. dicoccum	7324570	Triticum dicoccum var. dicoccum	54	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Triticum	2706388	Triticum turgidum	2706406	
8267061	Trigonella caerulescens (M.Bieb.) Halácsy	8267061	Trigonella caerulescens (M.Bieb.) Halácsy	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Trigonella	2981525	Trigonella caerulescens	8267061	NE
2705967	Secale montanum Guss.	4121049	Secale strictum (C.Presl) C.Presl	23	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Secale	2705965	Secale strictum	4121049	NE
2706026	Miscanthus sinensis Andersson	2706026	Miscanthus sinensis Andersson	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Miscanthus	2706020	Miscanthus sinensis	2706026	NE
2759871	Elettaria cardamomum (L.) Maton	2759871	Elettaria cardamomum (L.) Maton	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Zingiberaceae	4687	Elettaria	2759853	Elettaria cardamomum	2759871	NE
3021376	Prunus microcarpa C.A.Mey.	3021376	Prunus microcarpa C.A.Mey.	17	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559	Prunus microcarpa	3021376	NE
3760690	Chenopodium exsuccum (C.Loscos) Uotila	5568895	Blitum petiolare Link	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Amaranthaceae	3064	Blitum	7723712	Blitum petiolare	5568895	NE
4121597	Secale anatolicum Boiss.	4121597	Secale anatolicum Boiss.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Secale	2705965	Secale anatolicum	4121597	NE
4154361	Avena damascena Rajhathy & B.R.Baum	2705300	Avena barbata Pott ex Link	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Avena	2705282	Avena barbata	2705300	NE
5945564	Zea mays subsp. aorista (Greb.) Golosk.	7546411	Zea mays subsp. mays	369	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Zea	2705049	Zea mays	5290052	
6709197	Raphanus sativus var. mougri H.W.J.Helm	7678610	Raphanus sativus L.	3	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Raphanus	3040962	Raphanus sativus	7678610	
9560814	Prunus ×hillieri hort.	9625780	Prunus ×hillieri hort. ex Krssm.	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559	Prunus hillieri	9625780	NE
2856034	Allium multiflorum Desf.	2856034	Allium multiflorum Desf.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium multiflorum	2856034	LC
2975257	Vicia hybrida L.	2975257	Vicia hybrida L.	278	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia hybrida	2975257	LC
3086333	Piper amalago L.	3086333	Piper amalago L.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Piperales	404	Piperaceae	6678	Piper	3075433	Piper amalago	3086333	LC
3965863	Medicago polymorpha var. denticulata (Willd.) Kerguélen	2965531	Medicago polymorpha L.	258	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago polymorpha	2965531	
3976526	Cicer isauricum P.H.Davis	3976526	Cicer isauricum P.H.Davis	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cicer	2947292	Cicer isauricum	3976526	NE
4932485	Triticum turgidum subsp. paleocolchicum A.Love & D.Love	4932485	Triticum turgidum subsp. paleocolchicum A.Love & D.Love	13	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Triticum	2706388	Triticum turgidum	2706406	
5367184	Potentilla ×italica Lehm.	5367184	Potentilla ×italica Lehm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Potentilla	8079058	Potentilla italica	5367184	NE
6430935	Sorghum bicolor subsp. bicolor	6430935	Sorghum bicolor subsp. bicolor	1112	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Sorghum	2705180	Sorghum bicolor	2705181	
10950740	Allium xproliferum (Moench) Schrad.	3697844	Allium ×proliferum (Moench) Schrad. ex Willd.	62	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium proliferum	3697844	NE
2705286	Avena sterilis L.	2705286	Avena sterilis L.	9169	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Avena	2705282	Avena sterilis	2705286	LC
2706158	Pennisetum purpureum Schumach.	5828220	Cenchrus purpureus (Schumach.) Morrone	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Cenchrus	2703201	Cenchrus purpureus	5828220	LC
2857484	Allium heldreichii Boiss.	2857484	Allium heldreichii Boiss.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium heldreichii	2857484	DD
2882868	Vaccinium angustifolium Aiton	2882868	Vaccinium angustifolium Aiton	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813	Vaccinium angustifolium	2882868	NE
2964292	Lupinus hirsutissimus Benth.	2964292	Lupinus hirsutissimus Benth.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lupinus	2963774	Lupinus hirsutissimus	2964292	NE
2982801	Vigna comosa Baker	2982801	Vigna comosa Baker	18	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vigna	2982372	Vigna comosa	2982801	LC
5290097	Alopecurus myosuroides Huds.	5290097	Alopecurus myosuroides Huds.	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Alopecurus	2705236	Alopecurus myosuroides	5290097	NE
5350524	Phaseolus acutifolius var. acutifolius	5350524	Phaseolus acutifolius var. acutifolius	8	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Phaseolus	2947798	Phaseolus acutifolius	5350523	
6076618	Carthamus dentatus subsp. dentatus	6076618	Carthamus dentatus subsp. dentatus	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Carthamus	3138214	Carthamus dentatus	3138215	
6711637	Vitis hybr	6711637	Vitis hybr	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Vitales	7222050	Vitaceae	6672	Vitis	7467468	Vitis hybr	6711637	NE
7522141	Vicia gracile L.	7522141	Vicia gracile L.	2	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia gracile	7522141	NE
7593535	Acer pectinatum subsp. maximowiczii (Pax) A.E.Murray	7263072	Acer maximowiczii Pax	2	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834	Acer maximowiczii	7263072	LC
8338498	Avena fatua var. fatua	2705297	Avena fatua L.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Avena	2705282	Avena fatua	2705297	
2857962	Allium sivasicum Özhatay & Kollmann	2857962	Allium sivasicum Özhatay & Kollmann	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium sivasicum	2857962	NE
2928397	Convolvulus scammonia L.	2928397	Convolvulus scammonia L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Convolvulus	2928386	Convolvulus scammonia	2928397	NE
2975022	Vicia sativa subsp. devia J.G.Costa	2975022	Vicia sativa subsp. devia J.G.Costa	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vicia	2974751	Vicia sativa	2975014	DD
3966689	Medicago ×cyclocarpa Hy	2965331	Medicago ×varia Martyn	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago varia	2965331	NE
5367124	Potentilla dombeyi Nestl.	5367124	Potentilla dombeyi Nestl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Potentilla	8079058	Potentilla dombeyi	5367124	NE
8089532	Cytisus Desf.	8089532	Cytisus Desf.	26	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cytisus	8089532			NE
2977198	Ononis biflora Desf.	2977198	Ononis biflora Desf.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Ononis	2977094	Ononis biflora	2977198	NE
2982372	Vigna Savi	2982372	Vigna Savi	53	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vigna	2982372			NE
2990369	Rubus senticosus Köhler ex Weihe	2990369	Rubus senticosus Köhler ex Weihe	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus senticosus	2990369	NE
3040622	Coincya monensis subsp. orophila (Franco) C.Aedo Pérez, Leadlay & Muñoz Garm.	3040622	Coincya monensis subsp. orophila (Franco) C.Aedo Pérez, Leadlay & Muñoz Garm.	30	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Coincya	3040581	Coincya monensis	3040600	
3042552	Brassica repanda subsp. almeriensis Gómez-Campo	3042552	Brassica repanda subsp. almeriensis Gómez-Campo	7	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Brassica	3042506	Brassica repanda	3042551	
3189870	Acer pseudoplatanus L.	3189870	Acer pseudoplatanus L.	37	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834	Acer pseudoplatanus	3189870	LC
3802860	Solanum raphanifolium Cárdenas & Hawkes	3802860	Solanum raphanifolium Cárdenas & Hawkes	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum raphanifolium	3802860	NE
4154671	Avena canariensis B.R.Baum, Rajhathy & D.R.Sampson	4154671	Avena canariensis B.R.Baum, Rajhathy & D.R.Sampson	150	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Avena	2705282	Avena canariensis	4154671	LC
7299506	Capsicum chacoense Hunz.	7299506	Capsicum chacoense Hunz.	20	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Capsicum	2932937	Capsicum chacoense	7299506	NE
2931694	Solanum maglia Schltdl.	2931694	Solanum maglia Schltdl.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum maglia	2931694	NE
2932853	Solanum glutinosum Dunal	2932853	Solanum glutinosum Dunal	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum glutinosum	2932853	NE
2965476	Medicago bonarotiana Arcang.	2965476	Medicago bonarotiana Arcang.	54	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago bonarotiana	2965476	LC
