title,wikidataURL,ISSN-L,IPNIpubID,ZooBankPubID,openAlexID,dissolvedYear,dissolved,source
Monographs in Systematic Botany,http://www.wikidata.org/entity/Q6021877,0161-1542,1340-2,513950C6-2BC2-4189-AB90-CF160135C0C3,,,,IPNI or ZooBank ID
Acta Entomologica Musei Nationalis Pragae,http://www.wikidata.org/entity/Q3618609,0374-1036,,2E9BF99C-DDE0-4CE6-B631-6DA98EF4953F,S64861092,,,IPNI or ZooBank ID
Biological Journal of the Linnean Society,http://www.wikidata.org/entity/Q2653025,0024-4066,1851-2,E68A6900-F289-4C52-9F29-B667BB31BA35,S98424699,,,IPNI or ZooBank ID
Transactions of the Royal Society of New Zealand. Biological Sciences,http://www.wikidata.org/entity/Q21034223,0557-417X,2754-2,,,1970,True,IPNI or ZooBank ID
Australian Journal of Zoology,http://www.wikidata.org/entity/Q3619222,0004-959X,,3E470E2A-7188-44C8-9501-F5DE20FFC3B4,S185825760,,,IPNI or ZooBank ID
Australian Journal of Zoology,http://www.wikidata.org/entity/Q3619222,0004-959X,,622E98F0-F4A9-4F62-BC48-103DE946B430,S185825760,,,IPNI or ZooBank ID
Proceedings of the Royal Society B,http://www.wikidata.org/entity/Q2625424,0962-8452,3846-2,17D69E71-34C3-42BA-B0A3-F462ADDA50B6,S3006207977,,,IPNI or ZooBank ID
Acta Entomologica Musei Nationalis Pragae,http://www.wikidata.org/entity/Q3618609,0374-1036,,2E9BF99C-DDE0-4CE6-B631-6DA98EF4953F,S64861092,,,IPNI or ZooBank ID
Proceedings of the Biological Society of Washington,http://www.wikidata.org/entity/Q2655417,0006-324X,,8B923AE7-9F79-420A-9685-91F47AD5215C,S4210204600,,,IPNI or ZooBank ID
Proceedings of the Biological Society of Washington,http://www.wikidata.org/entity/Q2655417,0006-324X,,8B923AE7-9F79-420A-9685-91F47AD5215C,S4306524008,,,IPNI or ZooBank ID
Australian Journal of Zoology,http://www.wikidata.org/entity/Q3619222,0004-959X,,3E470E2A-7188-44C8-9501-F5DE20FFC3B4,S185825760,,,IPNI or ZooBank ID
Australian Journal of Zoology,http://www.wikidata.org/entity/Q3619222,0004-959X,,622E98F0-F4A9-4F62-BC48-103DE946B430,S185825760,,,IPNI or ZooBank ID
International Journal of Primatology,http://www.wikidata.org/entity/Q3623878,0164-0291,,8C085A77-7D0D-48F8-861C-1E7AB34B06D1,S139016016,,,IPNI or ZooBank ID
International Journal of Primatology,http://www.wikidata.org/entity/Q3623878,0164-0291,,8C085A77-7D0D-48F8-861C-1E7AB34B06D1,S139016016,,,IPNI or ZooBank ID
International Journal of Acarology,http://www.wikidata.org/entity/Q3623864,0164-7954,,D1AD5C6A-F843-4AFE-A9B5-6A2737279CAB,S4210222972,,,IPNI or ZooBank ID
Supplement to a California Flora,http://www.wikidata.org/entity/Q21034217,,10179-2,,,,,IPNI or ZooBank ID
Biological Journal of the Linnean Society,http://www.wikidata.org/entity/Q2653025,0024-4066,1851-2,E68A6900-F289-4C52-9F29-B667BB31BA35,S98424699,,,IPNI or ZooBank ID
African Zoology,http://www.wikidata.org/entity/Q3618809,1562-7020,,04C02414-71BD-45A0-AADF-A4483A57F1F3,S5885750,,,IPNI or ZooBank ID
African Zoology,http://www.wikidata.org/entity/Q3618809,1562-7020,,A7E51254-74C0-4E1F-86E9-E863A6947BE4,S5885750,,,IPNI or ZooBank ID
Sellowia,http://www.wikidata.org/entity/Q21034216,,1217-2,,,,,IPNI or ZooBank ID
Journal of Crustacean Biology,http://www.wikidata.org/entity/Q3624239,0278-0372,,3DB03DBC-D653-4DD6-87C8-5549908AEC82,S141356220,,,IPNI or ZooBank ID
Novitates Entomologicae,http://www.wikidata.org/entity/Q3345497,0996-004X,,3C1DF328-5190-421B-87C2-1CF7F71A675B,,,,IPNI or ZooBank ID
Publicaciones del Museo de Historia Natural Javier Prado. Serie B. Botánica,http://www.wikidata.org/entity/Q21034214,0373-5788,8297-2,,,,,IPNI or ZooBank ID
Bulletin of the American Museum of Natural History,http://www.wikidata.org/entity/Q3619498,0003-0090,,A321013F-3168-40EC-B8A3-0656270D3BA9,S72004196,,,IPNI or ZooBank ID
Canadian Journal of Zoology,http://www.wikidata.org/entity/Q3620949,0008-4301,,87CEA2F1-4571-4E37-8393-DC8F289A75D8,S146329739,,,IPNI or ZooBank ID
Proceedings of the Royal Society B,http://www.wikidata.org/entity/Q2625424,0962-8452,3846-2,17D69E71-34C3-42BA-B0A3-F462ADDA50B6,S3006207977,,,IPNI or ZooBank ID
Canadian Journal of Zoology,http://www.wikidata.org/entity/Q3620949,0008-4301,,87CEA2F1-4571-4E37-8393-DC8F289A75D8,S146329739,,,IPNI or ZooBank ID
Proceedings of the Biological Society of Washington,http://www.wikidata.org/entity/Q2655417,0006-324X,,8B923AE7-9F79-420A-9685-91F47AD5215C,S4210204600,,,IPNI or ZooBank ID
Proceedings of the Biological Society of Washington,http://www.wikidata.org/entity/Q2655417,0006-324X,,8B923AE7-9F79-420A-9685-91F47AD5215C,S4306524008,,,IPNI or ZooBank ID
"Nouvelles archives du muséum d'histoire naturelle, sér. 4",http://www.wikidata.org/entity/Q2893288,,,D03B6D4F-11F8-446E-99CA-79A52222F8D2,,1908,True,IPNI or ZooBank ID
Transactions of the Royal Society of New Zealand,http://www.wikidata.org/entity/Q21034222,0035-9181,5184-2,9470C55C-5B5B-43A1-ADE0-322C030994C3,,1960,True,IPNI or ZooBank ID
Transactions of the Royal Society of New Zealand. Biological Sciences,http://www.wikidata.org/entity/Q21034223,0557-417X,2754-2,,,1970,True,IPNI or ZooBank ID
Bulletin of the American Museum of Natural History,http://www.wikidata.org/entity/Q3619498,0003-0090,,A321013F-3168-40EC-B8A3-0656270D3BA9,S72004196,,,IPNI or ZooBank ID
African Zoology,http://www.wikidata.org/entity/Q3618809,1562-7020,,04C02414-71BD-45A0-AADF-A4483A57F1F3,S5885750,,,IPNI or ZooBank ID
African Zoology,http://www.wikidata.org/entity/Q3618809,1562-7020,,A7E51254-74C0-4E1F-86E9-E863A6947BE4,S5885750,,,IPNI or ZooBank ID
Journal of Crustacean Biology,http://www.wikidata.org/entity/Q3624239,0278-0372,,3DB03DBC-D653-4DD6-87C8-5549908AEC82,S141356220,,,IPNI or ZooBank ID
Transactions of the Royal Society of New Zealand,http://www.wikidata.org/entity/Q21034222,0035-9181,5184-2,9470C55C-5B5B-43A1-ADE0-322C030994C3,,1960,True,IPNI or ZooBank ID
International Journal of Acarology,http://www.wikidata.org/entity/Q3623864,0164-7954,,D1AD5C6A-F843-4AFE-A9B5-6A2737279CAB,S4210222972,,,IPNI or ZooBank ID
International Journal of Primatology,http://www.wikidata.org/entity/Q3623878,0164-0291,,8C085A77-7D0D-48F8-861C-1E7AB34B06D1,S139016016,,,IPNI or ZooBank ID
International Journal of Primatology,http://www.wikidata.org/entity/Q3623878,0164-0291,,8C085A77-7D0D-48F8-861C-1E7AB34B06D1,S139016016,,,IPNI or ZooBank ID
Transactions of the Royal Society of New Zealand: Botany,http://www.wikidata.org/entity/Q21034224,0372-1361,2838-2,,,,,IPNI or ZooBank ID
Transactions of the Rhodesia Scientific Association,http://www.wikidata.org/entity/Q21034221,0379-9638,5180-2,,,1980,True,IPNI or ZooBank ID
The Philippine Agriculturist,http://www.wikidata.org/entity/Q15765914,0031-7454,8167-2,D0BAF835-7646-42CF-9461-F80DC7AF8E60,,1998,True,IPNI or ZooBank ID
Atti della Società Toscana die Scienze Naturali Memorie,http://www.wikidata.org/entity/Q21385166,0365-7655,5439-2,EF2ACE75-BB29-40C1-A1A7-687ECEAADD88,,,,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0369-9846,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210174852,,,IPNI or ZooBank ID
"Memoirs of the College of Science, University of Kyoto, Series B",http://www.wikidata.org/entity/Q21385269,0368-8895,1206-2,88869687-CC82-46B2-9EFC-7B22DC53FCA8,,1967,True,IPNI or ZooBank ID
Bibliotheca Lichenologica,http://www.wikidata.org/entity/Q21385348,1436-1698,10014-2,AD1A523C-71A0-47B2-8F3F-7AFE7B8EA03E,,,,IPNI or ZooBank ID
International Quarterly of Entomology,http://www.wikidata.org/entity/Q21386143,0256-6672,,59211842-0832-4C05-A2EE-EC400D7E46C7,,,,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0387-9984,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210235723,,,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0369-9846,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210235723,,,IPNI or ZooBank ID
Boletín de la Real Sociedad Española de Historia Natural,http://www.wikidata.org/entity/Q21385181,0365-9755,10589-2,79597688-60E8-45F0-88F4-E5990AEC29A1,,1949,True,IPNI or ZooBank ID
Tinea,http://www.wikidata.org/entity/Q21386104,0493-3168,,3C8970A8-91C9-4E45-98A3-1DF7E0D5EFED,,,,IPNI or ZooBank ID
Anzeiger der Kaiserlichen Akademie der Wissenschaften. Mathematisch-Naturwissenschaftliche Klasse,http://www.wikidata.org/entity/Q21385555,1023-4748,6971-2,41543730-9DE1-4A4B-BDBE-405D65C39F13,,1914,True,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0387-9984,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210174852,,,IPNI or ZooBank ID
Faune de Madagascar,http://www.wikidata.org/entity/Q21386035,0428-0709,,6ABBEE3D-D759-4DE3-9091-C98228C8E65F,,,,IPNI or ZooBank ID
Videnskabelige Meddelelser fra Dansk Naturhistoriske Forening i Kjøbenhavn,http://www.wikidata.org/entity/Q21385465,0373-3874,1089-2,,,1912,True,IPNI or ZooBank ID
Memoirs of the Southern California Academy of Sciences,http://www.wikidata.org/entity/Q21385373,0097-2622,19117-2,,,,,IPNI or ZooBank ID
Nova Acta Leopoldina,http://www.wikidata.org/entity/Q21385278,0369-5034,2650-2,,,,,IPNI or ZooBank ID
Abhandlungen und Berichte des Naturkundemuseums Görlitz,http://www.wikidata.org/entity/Q21385563,0373-7586,12481-2,,,2008,True,IPNI or ZooBank ID
Geologische Rundschau : Zeitschrift fur allgemeine Geologie,http://www.wikidata.org/entity/Q27714954,0016-7835,,120E4670-36AD-46D6-8255-7731C5351EA6,S4210191250,1999,True,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0369-9846,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210235723,,,IPNI or ZooBank ID
Transactions of the Linnean Society of London: Botany,http://www.wikidata.org/entity/Q21385239,1945-9459,1084-2,,,1922,True,IPNI or ZooBank ID
Biochemie und Physiologie der Pflanzen,http://www.wikidata.org/entity/Q21385358,0015-3796,3167-2,,S2898418416,,,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0387-9984,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210174852,,,IPNI or ZooBank ID
Transactions of the Linnean Society of London: Botany,http://www.wikidata.org/entity/Q21385239,1945-9459,1084-2,,,1922,True,IPNI or ZooBank ID
Memorie della Società entomologica italiana,http://www.wikidata.org/entity/Q21385839,0037-8747,,3CA2EB5F-BD6A-4993-AF4F-0B870EB1CB1E,S4210182963,,,IPNI or ZooBank ID
The Natural History Journal of Chulalongkorn University,http://www.wikidata.org/entity/Q21385444,1513-9700,20012987-1,,,2009,True,IPNI or ZooBank ID
Wuyi Science Journal,http://www.wikidata.org/entity/Q21385449,1001-4276,12453-2,EC99C6EC-5732-4E9D-AA0F-4A9F34BC7991,S2764389198,,,IPNI or ZooBank ID
British Antarctic Survey Bulletin,http://www.wikidata.org/entity/Q21385096,0007-0262,3188-2,,,,,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0369-9846,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210235723,,,IPNI or ZooBank ID
Zeitschrift für Angewandte Entomologie,http://www.wikidata.org/entity/Q21385944,0044-2240,,2C7145DF-C194-482F-8838-B580957E9519,S4210218336,1985,True,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0387-9984,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210174852,,,IPNI or ZooBank ID
Nova Acta Leopoldina,http://www.wikidata.org/entity/Q21385278,0369-5034,2650-2,,,,,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0369-9846,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210174852,,,IPNI or ZooBank ID
Galathea Report,http://www.wikidata.org/entity/Q21386014,0416-704X,,E8F4CC3B-71E4-491C-9A15-A62AFEA36407,,,,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0387-9984,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210235723,,,IPNI or ZooBank ID
Memorie della Società entomologica italiana,http://www.wikidata.org/entity/Q21385839,0037-8747,,3CA2EB5F-BD6A-4993-AF4F-0B870EB1CB1E,S4210182963,,,IPNI or ZooBank ID
Herzogia,http://www.wikidata.org/entity/Q21385403,0018-0971,663-2,,S2486410643,,,IPNI or ZooBank ID
Wuyi Science Journal,http://www.wikidata.org/entity/Q21385449,1001-4276,12453-2,EC99C6EC-5732-4E9D-AA0F-4A9F34BC7991,S4306552933,,,IPNI or ZooBank ID
Geologische Rundschau : Zeitschrift fur allgemeine Geologie,http://www.wikidata.org/entity/Q27714954,0016-7835,,120E4670-36AD-46D6-8255-7731C5351EA6,S4210191250,1999,True,IPNI or ZooBank ID
Biochemie und Physiologie der Pflanzen,http://www.wikidata.org/entity/Q21385358,0015-3796,3167-2,,S2898418416,,,IPNI or ZooBank ID
British Journal of Entomology and Natural History,http://www.wikidata.org/entity/Q21385302,0952-7583,,B5C55172-88CD-4180-AA13-456D673BFE25,S2764658831,,,IPNI or ZooBank ID
Proceedings of the Oklahoma Academy of Science,http://www.wikidata.org/entity/Q27723513,0078-4303,2665-2,F9A1A5DF-D1B5-4001-A7FA-D234A950CE49,S4306524292,,,IPNI or ZooBank ID
Discovery Reports,http://www.wikidata.org/entity/Q21386288,0070-6698,,F5894082-D367-4202-903C-8EA998242A04,S4210189928,,,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0369-9846,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210174852,,,IPNI or ZooBank ID
Bulletin of the United States National Museum,http://www.wikidata.org/entity/Q21385329,0096-2961,8416-2,,S4210234633,1905,True,IPNI or ZooBank ID
Proceedings of the Imperial Academy,http://www.wikidata.org/entity/Q21385293,0387-9984,,9D461DFF-8E39-48EA-A1F5-B8FE101C2E5E,S4210235723,,,IPNI or ZooBank ID
Herzogia,http://www.wikidata.org/entity/Q21385403,0018-0971,663-2,,S2486410643,,,IPNI or ZooBank ID
Bulletin of the British Museum (Natural History). Geology,http://www.wikidata.org/entity/Q21385101,0007-1471,9041-2,,S2765023667,,,IPNI or ZooBank ID
Transactions of the Royal Society of South Australia,http://www.wikidata.org/entity/Q15767111,0372-1426,2839-2,BD79E8A4-F9C4-4075-AA14-101F51540E7B,S22421200,,,IPNI or ZooBank ID
Symbolae Botanicae Upsalienses,http://www.wikidata.org/entity/Q15767127,0082-0644,2969-2,,,,,IPNI or ZooBank ID
Zoological Journal of the Linnean Society,http://www.wikidata.org/entity/Q1990750,0024-4082,,57578F2E-630F-4107-ACA4-2E5C0B9AB400,S126748203,,,IPNI or ZooBank ID
Acta Botanica Barcinonensia,http://www.wikidata.org/entity/Q15777542,0210-7597,10702-2,,S4306500282,,,IPNI or ZooBank ID
Journal of Mammalogy,http://www.wikidata.org/entity/Q1709857,0022-2372,,00A7FB9A-757E-46E2-807F-11F94B6D2020,S165569574,,,IPNI or ZooBank ID
The Botanical Review,http://www.wikidata.org/entity/Q1888806,0006-8101,1898-2,11385270-6EE7-4339-854B-DB238E7C2D2D,S285199,,,IPNI or ZooBank ID
Journal of Arachnology,http://www.wikidata.org/entity/Q15766718,0161-8202,,44AB2EC5-4632-4AE7-AEA9-3EC18A49323E,S12023821,,,IPNI or ZooBank ID
Verhandlungen der zoologisch-botanischen Gesellschaft in Österreich,http://www.wikidata.org/entity/Q15766447,0252-1911,20000027-1,,,2012,True,IPNI or ZooBank ID
Journal of Mammalian Evolution,http://www.wikidata.org/entity/Q1709855,1064-7554,,C6BB72BB-BE2D-4216-8D9E-6814B6C60C09,S43476095,,,IPNI or ZooBank ID
Verhandlungen Zoologisch-Botanischen Gesellschaft in Wien,http://www.wikidata.org/entity/Q15772734,0084-5647,824-2,,S4210226896,1976,True,IPNI or ZooBank ID
Transactions of the New York Academy of Sciences,http://www.wikidata.org/entity/Q15766642,0028-7113,1338-2,,S4210170306,1983,True,IPNI or ZooBank ID
Journal of Helminthology,http://www.wikidata.org/entity/Q15767150,0022-149X,,4B40C28F-F82B-46EB-BE13-156727F49617,S8555896,,,IPNI or ZooBank ID
Insect Systematics & Evolution,http://www.wikidata.org/entity/Q15767204,1399-560X,,9DBFDA5B-AFB5-4484-904B-671985B35FE0,S25572448,,,IPNI or ZooBank ID
Insect Systematics & Evolution,http://www.wikidata.org/entity/Q15767204,1399-560X,,9DBFDA5B-AFB5-4484-904B-671985B35FE0,S25572448,,,IPNI or ZooBank ID
Acta Zoologica Fennica,http://www.wikidata.org/entity/Q11849714,0001-7299,,F428CBDD-5DDF-4BAA-AC41-41AEE4A60E17,,,,IPNI or ZooBank ID
Marine Biodiversity,http://www.wikidata.org/entity/Q15816726,1867-1616,,14951824-21DF-46B8-9A62-4E0BC56A6544,S134949215,,,IPNI or ZooBank ID
Transactions of the Royal Society of South Australia,http://www.wikidata.org/entity/Q15767111,0372-1426,2839-2,BD79E8A4-F9C4-4075-AA14-101F51540E7B,S22421200,,,IPNI or ZooBank ID
Verhandlungen der Gesellschaft Naturforschender Freunde zu Berlin,http://www.wikidata.org/entity/Q15827720,2944-4624,20013496-2,,,,,IPNI or ZooBank ID
Verhandlungen der Gesellschaft Naturforschender Freunde zu Berlin,http://www.wikidata.org/entity/Q15827720,2944-4624,20013496-2,,,,,IPNI or ZooBank ID
"Neue Schriften, Gesellschaft Naturforschender Freunde zu Berlin",http://www.wikidata.org/entity/Q15827968,,3702-2,,,,,IPNI or ZooBank ID
"Flora. Morphology, Geobotany, Ecophysiology",http://www.wikidata.org/entity/Q15768392,0367-2530,20011724-1,,S185004651,,,IPNI or ZooBank ID
Senckenbergiana Biologica,http://www.wikidata.org/entity/Q15775509,0037-2102,2884-2,AEA856EE-2247-4735-BAC8-207A3A58014A,S4306529643,2008,True,IPNI or ZooBank ID
Journal of Mammalian Evolution,http://www.wikidata.org/entity/Q1709855,1064-7554,,C6BB72BB-BE2D-4216-8D9E-6814B6C60C09,S43476095,,,IPNI or ZooBank ID
"Flora. Morphology, Geobotany, Ecophysiology",http://www.wikidata.org/entity/Q15768392,0367-2530,20011724-1,,S185004651,,,IPNI or ZooBank ID
Acta Botanica Barcinonensia,http://www.wikidata.org/entity/Q15777542,0210-7597,10702-2,,S4306500282,,,IPNI or ZooBank ID
Durban Museum Novitates,http://www.wikidata.org/entity/Q15766892,0012-723X,12774-2,,S4306508480,2008,True,IPNI or ZooBank ID
Journal of Natural History,http://www.wikidata.org/entity/Q1937345,0022-2933,18073-2,DB8BECB5-EBBE-4E2F-986F-A6CD7A672F7F,S194835164,,,IPNI or ZooBank ID
Southwestern Naturalist,http://www.wikidata.org/entity/Q15764499,0038-4909,1333-2,,S193249117,,,IPNI or ZooBank ID
Q15830658,http://www.wikidata.org/entity/Q15830658,,11786-2,,,,,IPNI or ZooBank ID
Journal of Arachnology,http://www.wikidata.org/entity/Q15766718,0161-8202,,44AB2EC5-4632-4AE7-AEA9-3EC18A49323E,S12023821,,,IPNI or ZooBank ID
Journal of Helminthology,http://www.wikidata.org/entity/Q15767150,0022-149X,,4B40C28F-F82B-46EB-BE13-156727F49617,S8555896,,,IPNI or ZooBank ID
Southwestern Naturalist,http://www.wikidata.org/entity/Q15764499,0038-4909,1333-2,,S193249117,,,IPNI or ZooBank ID
Transactions of the New York Academy of Sciences,http://www.wikidata.org/entity/Q15766642,0028-7113,1338-2,,S4210170306,1983,True,IPNI or ZooBank ID
Insect Systematics & Evolution,http://www.wikidata.org/entity/Q15767204,1399-560X,,9DBFDA5B-AFB5-4484-904B-671985B35FE0,S25572448,,,IPNI or ZooBank ID
Insect Systematics & Evolution,http://www.wikidata.org/entity/Q15767204,1399-560X,,9DBFDA5B-AFB5-4484-904B-671985B35FE0,S25572448,,,IPNI or ZooBank ID
Marine Biodiversity,http://www.wikidata.org/entity/Q15816726,1867-1616,,14951824-21DF-46B8-9A62-4E0BC56A6544,S134949215,,,IPNI or ZooBank ID
Zoological Journal of the Linnean Society,http://www.wikidata.org/entity/Q1990750,0024-4082,,57578F2E-630F-4107-ACA4-2E5C0B9AB400,S126748203,,,IPNI or ZooBank ID
Uttar Pradesh Journal of Zoology,http://www.wikidata.org/entity/Q15766440,0256-971X,,2CCFAC19-B4ED-45F2-AB36-24E0ED112EA4,S2764565682,,,IPNI or ZooBank ID
The Botanical Review,http://www.wikidata.org/entity/Q1888806,0006-8101,1898-2,11385270-6EE7-4339-854B-DB238E7C2D2D,S285199,,,IPNI or ZooBank ID
Journal of Natural History,http://www.wikidata.org/entity/Q1937345,0022-2933,18073-2,DB8BECB5-EBBE-4E2F-986F-A6CD7A672F7F,S194835164,,,IPNI or ZooBank ID
Journal of Mammalogy,http://www.wikidata.org/entity/Q1709857,0022-2372,,00A7FB9A-757E-46E2-807F-11F94B6D2020,S165569574,,,IPNI or ZooBank ID
Verhandlungen der kaiserlich-königlichen zoologisch-botanischen Gesellschaft in Wien,http://www.wikidata.org/entity/Q15981176,1025-4749,5616-2,,,1917,True,IPNI or ZooBank ID
Trudy Tbilisskogo Botanicheskogo Instituta,http://www.wikidata.org/entity/Q15981183,,179-2,,,,,IPNI or ZooBank ID
Doriana,http://www.wikidata.org/entity/Q21386019,0417-9927,,529DD207-19E4-44CC-BC7E-4FDE40B6DBF0,,,,IPNI or ZooBank ID
Entomologica Basiliensia,http://www.wikidata.org/entity/Q21386110,0253-2484,,D11AFF6A-30F3-412C-9E68-071BEFE206DF,,2004,True,IPNI or ZooBank ID
Annales Historico-Naturales Musei Nationalis Hungarici,http://www.wikidata.org/entity/Q21386125,0521-4726,5123-2,0AFDEC18-6F06-471E-9A90-DCF4C402B6EC,S4306502210,1934,True,IPNI or ZooBank ID
Beiträge zur Araneologie,http://www.wikidata.org/entity/Q21385226,0930-1526,,7A467F62-7535-4C91-80F1-B2C9EB54867D,,,,IPNI or ZooBank ID
Ichthyological Exploration of Freshwaters,http://www.wikidata.org/entity/Q21385247,0936-9902,,57024404-FC5E-436F-91A8-D08C80D3D09B,S139957811,,,IPNI or ZooBank ID
Acta Parasitologica Polonica,http://www.wikidata.org/entity/Q21386024,0065-1478,,689FB124-F0AF-4516-A821-B97306C82E69,S4306500459,,,IPNI or ZooBank ID
