OTU_ID	taxonomy	kingdom	phylum	class	order	Confidence
1	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Diptera	Animalia	Arthropoda	Insecta	Diptera	1
2	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera	Animalia	Arthropoda	Insecta	Hemiptera	1
3	Root;k__Animalia;p__Arthropoda;c__Maxillopoda;o__Sessilia	Animalia	Arthropoda	Maxillopoda	Sessilia	1
4	Root;k__Animalia;p__Chordata;c__;o__Perciformes	Animalia	Chordata		Perciformes	1
5	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Decapoda	Animalia	Arthropoda	Malacostraca	Decapoda	1
6	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera	Animalia	Arthropoda	Insecta	Hymenoptera	1
7	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera	Animalia	Arthropoda	Insecta	Lepidoptera	1
8	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Neogastropoda	Animalia	Mollusca	Gastropoda	Neogastropoda	1
9	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera	Animalia	Arthropoda	Insecta	Coleoptera	1
10	Root;k__Animalia;p__Chordata;c__Aves;o__Strigiformes	Animalia	Chordata	Aves	Strigiformes	1
11	Root;k__Animalia;p__Chordata;c__Mammalia;o__Artiodactyla	Animalia	Chordata	Mammalia	Artiodactyla	1
12	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Stylommatophora	Animalia	Mollusca	Gastropoda	Stylommatophora	1
13	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Agelasida	Animalia	Porifera	Demospongiae	Agelasida	1
14	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera	Animalia	Arthropoda	Insecta	Orthoptera	1
15	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Trombidiformes	Animalia	Arthropoda	Arachnida	Trombidiformes	1
16	Root;k__Animalia;p__Chordata;c__;o__Cypriniformes	Animalia	Chordata		Cypriniformes	1
17	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Dendroceratida	Animalia	Porifera	Demospongiae	Dendroceratida	1
18	Root;k__Animalia;p__Brachiopoda;c__;o__	Animalia	Brachiopoda			1
19	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Carditida	Animalia	Mollusca	Bivalvia	Carditida	1
20	Root;k__Animalia;p__Nemertea;c__Hoplonemertea;o__Monostilifera	Animalia	Nemertea	Hoplonemertea	Monostilifera	1
21	Root;k__Animalia;p__Porifera;c__Calcarea;o__Clathrinida	Animalia	Porifera	Calcarea	Clathrinida	1
22	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Phasmida	Animalia	Arthropoda	Insecta	Phasmida	1
23	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Littorinimorpha	Animalia	Mollusca	Gastropoda	Littorinimorpha	1
24	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Trochida	Animalia	Mollusca	Gastropoda	Trochida	1
25	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__	Animalia	Mollusca	Gastropoda		1
26	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__	Animalia	Mollusca	Cephalopoda		1
27	Root;k__Animalia;p__Chordata;c__Mammalia;o__Soricomorpha	Animalia	Chordata	Mammalia	Soricomorpha	1
28	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Cardiida	Animalia	Mollusca	Bivalvia	Cardiida	1
29	Root;k__Animalia;p__Platyhelminthes;c__Trematoda;o__Plagiorchiida	Animalia	Platyhelminthes	Trematoda	Plagiorchiida	1
30	Root;k__Animalia;p__Arthropoda;c__Copepoda;o__Harpacticoida	Animalia	Arthropoda	Copepoda	Harpacticoida	1
31	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Pleurotomariida	Animalia	Mollusca	Gastropoda	Pleurotomariida	1
32	Root;k__Animalia;p__Chordata;c__;o__Siluriformes	Animalia	Chordata		Siluriformes	1
33	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Opilioacarida	Animalia	Arthropoda	Arachnida	Opilioacarida	1
34	Root;k__Animalia;p__Porifera;c__Hexactinellida;o__Lychniscosida	Animalia	Porifera	Hexactinellida	Lychniscosida	1
35	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Grylloblattodea	Animalia	Arthropoda	Insecta	Grylloblattodea	1
36	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Amphipoda	Animalia	Arthropoda	Malacostraca	Amphipoda	1
37	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Trigoniida	Animalia	Mollusca	Bivalvia	Trigoniida	1
38	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea	Animalia	Arthropoda	Insecta	Psocodea	1
39	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Pectinida	Animalia	Mollusca	Bivalvia	Pectinida	1
40	Root;k__Animalia;p__Cnidaria;c__Hydrozoa;o__Anthoathecata	Animalia	Cnidaria	Hydrozoa	Anthoathecata	1
41	Root;k__Animalia;p__Cnidaria;c__Hydrozoa;o__Leptothecata	Animalia	Cnidaria	Hydrozoa	Leptothecata	1
42	Root;k__Animalia;p__Platyhelminthes;c__Monogenea;o__Dactylogyridea	Animalia	Platyhelminthes	Monogenea	Dactylogyridea	1
43	Root;k__Animalia;p__Chordata;c__Mammalia;o__Rodentia	Animalia	Chordata	Mammalia	Rodentia	1
44	Root;k__Animalia;p__Chordata;c__Squamata;o__	Animalia	Chordata	Squamata		1
45	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae	Animalia	Arthropoda	Arachnida	Araneae	1
46	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Goniatitida	Animalia	Mollusca	Cephalopoda	Goniatitida	1
47	Root;k__Animalia;p__Nematoda;c__;o__Enoplida	Animalia	Nematoda		Enoplida	1
48	Root;k__Animalia;p__Arthropoda;c__Ostracoda;o__Podocopida	Animalia	Arthropoda	Ostracoda	Podocopida	1
49	Root;k__Animalia;p__Echinodermata;c__Holothuroidea;o__Dendrochirotida	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	1
50	Root;k__Animalia;p__Annelida;c__Polychaeta;o__	Animalia	Annelida	Polychaeta		1
51	Root;k__Animalia;p__Chordata;c__Aves;o__Passeriformes	Animalia	Chordata	Aves	Passeriformes	1
52	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Venerida	Animalia	Mollusca	Bivalvia	Venerida	1
53	Root;k__Animalia;p__Mollusca;c__Monoplacophora;o__Kirengellida	Animalia	Mollusca	Monoplacophora	Kirengellida	1
54	Root;k__Animalia;p__Chordata;c__Aves;o__Apodiformes	Animalia	Chordata	Aves	Apodiformes	1
55	Root;k__Animalia;p__Nematoda;c__Chromadorea;o__Araeolaimida	Animalia	Nematoda	Chromadorea	Araeolaimida	1
56	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Ceratitida	Animalia	Mollusca	Cephalopoda	Ceratitida	1
57	Root;k__Animalia;p__Chordata;c__Mammalia;o__Diprotodontia	Animalia	Chordata	Mammalia	Diprotodontia	1
58	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Architaenioglossa	Animalia	Mollusca	Gastropoda	Architaenioglossa	1
59	Root;k__Animalia;p__Ctenophora;c__Tentaculata;o__Cydippida	Animalia	Ctenophora	Tentaculata	Cydippida	1
60	Root;k__Animalia;p__Rotifera;c__Eurotatoria;o__Ploima	Animalia	Rotifera	Eurotatoria	Ploima	1
61	Root;k__Animalia;p__Chordata;c__Mammalia;o__	Animalia	Chordata	Mammalia		1
62	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Nautilida	Animalia	Mollusca	Cephalopoda	Nautilida	1
63	Root;k__Animalia;p__Annelida;c__Polychaeta;o__Phyllodocida	Animalia	Annelida	Polychaeta	Phyllodocida	1
64	Root;k__Animalia;p__Echinodermata;c__Ophiuroidea;o__Ophiacanthida	Animalia	Echinodermata	Ophiuroidea	Ophiacanthida	1
65	Root;k__Animalia;p__Nematoda;c__Chromadorea;o__Rhabditida	Animalia	Nematoda	Chromadorea	Rhabditida	1
66	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Axinellida	Animalia	Porifera	Demospongiae	Axinellida	1
67	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Seguenziida	Animalia	Mollusca	Gastropoda	Seguenziida	1
68	Root;k__Animalia;p__Cnidaria;c__Anthozoa;o__	Animalia	Cnidaria	Anthozoa		1
69	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Galeommatida	Animalia	Mollusca	Bivalvia	Galeommatida	1
70	Root;k__Animalia;p__Chordata;c__Mammalia;o__Perissodactyla	Animalia	Chordata	Mammalia	Perissodactyla	1
71	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__Hexanchiformes	Animalia	Chordata	Elasmobranchii	Hexanchiformes	1
72	Root;k__Animalia;p__;c__;o__	Animalia				1
73	Root;k__Animalia;p__Arthropoda;c__Trilobita;o__Phacopida	Animalia	Arthropoda	Trilobita	Phacopida	1
74	Root;k__Animalia;p__Chordata;c__;o__Cyprinodontiformes	Animalia	Chordata		Cyprinodontiformes	1
75	Root;k__Animalia;p__Echinodermata;c__Ophiuroidea;o__Euryalida	Animalia	Echinodermata	Ophiuroidea	Euryalida	1
76	Root;k__Animalia;p__Acanthocephala;c__Palaeacanthocephala;o__Echinorhynchida	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	1
77	Root;k__Animalia;p__Chordata;c__Amphibia;o__Anura	Animalia	Chordata	Amphibia	Anura	1
78	Root;k__Animalia;p__Arthropoda;c__Trilobita;o__Aulacopleurida	Animalia	Arthropoda	Trilobita	Aulacopleurida	1
79	Root;k__Animalia;p__Arthropoda;c__Copepoda;o__Cyclopoida	Animalia	Arthropoda	Copepoda	Cyclopoida	1
80	Root;k__Animalia;p__Chordata;c__;o__Beloniformes	Animalia	Chordata		Beloniformes	1
81	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Odonata	Animalia	Arthropoda	Insecta	Odonata	1
82	Root;k__Animalia;p__Brachiopoda;c__Rhynchonellata;o__	Animalia	Brachiopoda	Rhynchonellata		1
83	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Protorthoptera	Animalia	Arthropoda	Insecta	Protorthoptera	1
84	Root;k__Animalia;p__Echinodermata;c__Crinoidea;o__	Animalia	Echinodermata	Crinoidea		1
85	Root;k__Animalia;p__Cnidaria;c__Anthozoa;o__Zoantharia	Animalia	Cnidaria	Anthozoa	Zoantharia	1
86	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Opiliones	Animalia	Arthropoda	Arachnida	Opiliones	1
87	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Chordeumatida	Animalia	Arthropoda	Diplopoda	Chordeumatida	1
88	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Dermaptera	Animalia	Arthropoda	Insecta	Dermaptera	1
89	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Cycloneritida	Animalia	Mollusca	Gastropoda	Cycloneritida	1
90	Root;k__Animalia;p__Arthropoda;c__Copepoda;o__Siphonostomatoida	Animalia	Arthropoda	Copepoda	Siphonostomatoida	1
91	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Polydesmida	Animalia	Arthropoda	Diplopoda	Polydesmida	1
92	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Lepetellida	Animalia	Mollusca	Gastropoda	Lepetellida	1
93	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__	Animalia	Chordata	Elasmobranchii		1
94	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Neuroptera	Animalia	Arthropoda	Insecta	Neuroptera	1
95	Root;k__Animalia;p__Chordata;c__Aves;o__Coraciiformes	Animalia	Chordata	Aves	Coraciiformes	1
96	Root;k__Animalia;p__Chordata;c__;o__Percopsiformes	Animalia	Chordata		Percopsiformes	1
97	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata	Animalia	Arthropoda	Arachnida	Mesostigmata	1
98	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Pseudoscorpiones	Animalia	Arthropoda	Arachnida	Pseudoscorpiones	1
99	Root;k__Animalia;p__Chordata;c__Aves;o__Columbiformes	Animalia	Chordata	Aves	Columbiformes	1
100	Root;k__Animalia;p__Annelida;c__Polychaeta;o__Echiuroidea	Animalia	Annelida	Polychaeta	Echiuroidea	1
101	Root;k__Animalia;p__Brachiopoda;c__Rhynchonellata;o__Rhynchonellida	Animalia	Brachiopoda	Rhynchonellata	Rhynchonellida	1
102	Root;k__Animalia;p__Chordata;c__;o__	Animalia	Chordata			1
103	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Blattodea	Animalia	Arthropoda	Insecta	Blattodea	1
104	Root;k__Animalia;p__Arthropoda;c__Insecta;o__	Animalia	Arthropoda	Insecta		1
105	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Sarcoptiformes	Animalia	Arthropoda	Arachnida	Sarcoptiformes	1
106	Root;k__Animalia;p__Arthropoda;c__Maxillopoda;o__Pedunculata	Animalia	Arthropoda	Maxillopoda	Pedunculata	1
107	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Myida	Animalia	Mollusca	Bivalvia	Myida	1
108	Root;k__Animalia;p__Chordata;c__;o__Clupeiformes	Animalia	Chordata		Clupeiformes	1
109	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Lucinida	Animalia	Mollusca	Bivalvia	Lucinida	1
110	Root;k__Animalia;p__Arthropoda;c__Collembola;o__Entomobryomorpha	Animalia	Arthropoda	Collembola	Entomobryomorpha	1
111	Root;k__Animalia;p__Platyhelminthes;c__;o__Rhabdocoela	Animalia	Platyhelminthes		Rhabdocoela	1
112	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Holasteroida	Animalia	Echinodermata	Echinoidea	Holasteroida	1
113	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Agoniatitida	Animalia	Mollusca	Cephalopoda	Agoniatitida	1
114	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Stomatopoda	Animalia	Arthropoda	Malacostraca	Stomatopoda	1
115	Root;k__Animalia;p__Chordata;c__Aves;o__Cuculiformes	Animalia	Chordata	Aves	Cuculiformes	1
116	Root;k__Animalia;p__Chordata;c__Aves;o__Anseriformes	Animalia	Chordata	Aves	Anseriformes	1
117	Root;k__Animalia;p__Chordata;c__Mammalia;o__Chiroptera	Animalia	Chordata	Mammalia	Chiroptera	1
118	Root;k__Animalia;p__Bryozoa;c__Gymnolaemata;o__Cheilostomatida	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	1
119	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Siphonaptera	Animalia	Arthropoda	Insecta	Siphonaptera	1
120	Root;k__Animalia;p__Chordata;c__Aves;o__	Animalia	Chordata	Aves		1
121	Root;k__Animalia;p__Chordata;c__Testudines;o__	Animalia	Chordata	Testudines		1
122	Root;k__Animalia;p__Nemertea;c__Palaeonemertea;o__Archinemertea	Animalia	Nemertea	Palaeonemertea	Archinemertea	1
123	Root;k__Animalia;p__Arthropoda;c__Trilobita;o__Asaphida	Animalia	Arthropoda	Trilobita	Asaphida	1
124	Root;k__Animalia;p__Chordata;c__Aves;o__Gruiformes	Animalia	Chordata	Aves	Gruiformes	1
125	Root;k__Animalia;p__Chordata;c__;o__Characiformes	Animalia	Chordata		Characiformes	1
126	Root;k__Animalia;p__Chordata;c__Aves;o__Charadriiformes	Animalia	Chordata	Aves	Charadriiformes	1
127	Root;k__Animalia;p__Chordata;c__Mammalia;o__Carnivora	Animalia	Chordata	Mammalia	Carnivora	1
128	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Mantodea	Animalia	Arthropoda	Insecta	Mantodea	1
129	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Verongiida	Animalia	Porifera	Demospongiae	Verongiida	1
130	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__Orectolobiformes	Animalia	Chordata	Elasmobranchii	Orectolobiformes	1
131	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__	Animalia	Mollusca	Bivalvia		1
132	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Isopoda	Animalia	Arthropoda	Malacostraca	Isopoda	1
133	Root;k__Animalia;p__Platyhelminthes;c__Turbellaria;o__	Animalia	Platyhelminthes	Turbellaria		1
134	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Julida	Animalia	Arthropoda	Diplopoda	Julida	1
135	Root;k__Animalia;p__Arthropoda;c__Collembola;o__Poduromorpha	Animalia	Arthropoda	Collembola	Poduromorpha	1
136	Root;k__Animalia;p__Chordata;c__;o__Gadiformes	Animalia	Chordata		Gadiformes	1
137	Root;k__Animalia;p__Echinodermata;c__Crinoidea;o__Comatulida	Animalia	Echinodermata	Crinoidea	Comatulida	1
138	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Ostreida	Animalia	Mollusca	Bivalvia	Ostreida	1
139	Root;k__Animalia;p__Annelida;c__Clitellata;o__Tubificida	Animalia	Annelida	Clitellata	Tubificida	1
140	Root;k__Animalia;p__Arthropoda;c__Copepoda;o__Calanoida	Animalia	Arthropoda	Copepoda	Calanoida	1
141	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Scorpiones	Animalia	Arthropoda	Arachnida	Scorpiones	1
142	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Nudibranchia	Animalia	Mollusca	Gastropoda	Nudibranchia	1
143	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__Carcharhiniformes	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	1
144	Root;k__Animalia;p__Arthropoda;c__Pycnogonida;o__Pantopoda	Animalia	Arthropoda	Pycnogonida	Pantopoda	1
145	Root;k__Animalia;p__Chordata;c__Aves;o__Caprimulgiformes	Animalia	Chordata	Aves	Caprimulgiformes	1
146	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__	Animalia	Arthropoda	Arachnida		1
147	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Camarodonta	Animalia	Echinodermata	Echinoidea	Camarodonta	1
148	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Thysanoptera	Animalia	Arthropoda	Insecta	Thysanoptera	1
149	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Lecanicephalidea	Animalia	Platyhelminthes	Cestoda	Lecanicephalidea	1
150	Root;k__Animalia;p__Cnidaria;c__Anthozoa;o__Malacalcyonacea	Animalia	Cnidaria	Anthozoa	Malacalcyonacea	1
151	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera	Animalia	Arthropoda	Insecta	Trichoptera	1
152	Root;k__Animalia;p__Brachiopoda;c__Rhynchonellata;o__Terebratulida	Animalia	Brachiopoda	Rhynchonellata	Terebratulida	1
153	Root;k__Animalia;p__Chordata;c__;o__Ophidiiformes	Animalia	Chordata		Ophidiiformes	1
154	Root;k__Animalia;p__Echinodermata;c__Ophiuroidea;o__Amphilepidida	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	1
155	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Megaloptera	Animalia	Arthropoda	Insecta	Megaloptera	1
156	Root;k__Animalia;p__Annelida;c__Clitellata;o__Crassiclitellata	Animalia	Annelida	Clitellata	Crassiclitellata	1
157	Root;k__Animalia;p__Chordata;c__Aves;o__Phoenicopteriformes	Animalia	Chordata	Aves	Phoenicopteriformes	1
158	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Cyclophyllidea	Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	1
159	Root;k__Animalia;p__Cnidaria;c__Anthozoa;o__Scleractinia	Animalia	Cnidaria	Anthozoa	Scleractinia	1
160	Root;k__Animalia;p__Arthropoda;c__Chilopoda;o__Scolopendromorpha	Animalia	Arthropoda	Chilopoda	Scolopendromorpha	1
161	Root;k__Animalia;p__Cnidaria;c__Myxozoa;o__	Animalia	Cnidaria	Myxozoa		1
162	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__	Animalia	Echinodermata	Echinoidea		1
163	Root;k__Animalia;p__Arthropoda;c__Collembola;o__Symphypleona	Animalia	Arthropoda	Collembola	Symphypleona	1
164	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Tetractinellida	Animalia	Porifera	Demospongiae	Tetractinellida	1
165	Root;k__Animalia;p__Arthropoda;c__Ostracoda;o__Palaeocopida	Animalia	Arthropoda	Ostracoda	Palaeocopida	1
166	Root;k__Animalia;p__Chordata;c__Mammalia;o__Cetacea	Animalia	Chordata	Mammalia	Cetacea	1
167	Root;k__Animalia;p__Chordata;c__Aves;o__Bucerotiformes	Animalia	Chordata	Aves	Bucerotiformes	1
168	Root;k__Animalia;p__Nematoda;c__Chromadorea;o__Desmodorida	Animalia	Nematoda	Chromadorea	Desmodorida	1
169	Root;k__Animalia;p__Platyhelminthes;c__;o__Proseriata	Animalia	Platyhelminthes		Proseriata	1
170	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Tanaidacea	Animalia	Arthropoda	Malacostraca	Tanaidacea	1
171	Root;k__Animalia;p__Chordata;c__Amphibia;o__Caudata	Animalia	Chordata	Amphibia	Caudata	1
172	Root;k__Animalia;p__Cnidaria;c__Scyphozoa;o__	Animalia	Cnidaria	Scyphozoa		1
173	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Sepiida	Animalia	Mollusca	Cephalopoda	Sepiida	1
174	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Cnemidolestodea	Animalia	Arthropoda	Insecta	Cnemidolestodea	1
175	Root;k__Animalia;p__Chordata;c__Aves;o__Sphenisciformes	Animalia	Chordata	Aves	Sphenisciformes	1
176	Root;k__Animalia;p__Chordata;c__Mammalia;o__Dasyuromorphia	Animalia	Chordata	Mammalia	Dasyuromorphia	1
177	Root;k__Animalia;p__Xenacoelomorpha;c__;o__Acoela	Animalia	Xenacoelomorpha		Acoela	1
178	Root;k__Animalia;p__Echinodermata;c__Asteroidea;o__Paxillosida	Animalia	Echinodermata	Asteroidea	Paxillosida	1
179	Root;k__Animalia;p__Echinodermata;c__Holothuroidea;o__Synallactida	Animalia	Echinodermata	Holothuroidea	Synallactida	1
180	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Protocoleoptera	Animalia	Arthropoda	Insecta	Protocoleoptera	1
181	Root;k__Animalia;p__Cnidaria;c__Myxozoa;o__Multivalvulida	Animalia	Cnidaria	Myxozoa	Multivalvulida	1
182	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__Squaliformes	Animalia	Chordata	Elasmobranchii	Squaliformes	1
183	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Oegopsida	Animalia	Mollusca	Cephalopoda	Oegopsida	1
184	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Octopoda	Animalia	Mollusca	Cephalopoda	Octopoda	1
185	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Myalinida	Animalia	Mollusca	Bivalvia	Myalinida	1
186	Root;k__Animalia;p__Arthropoda;c__Ostracoda;o__Platycopida	Animalia	Arthropoda	Ostracoda	Platycopida	1
187	Root;k__Animalia;p__Chordata;c__;o__Zeiformes	Animalia	Chordata		Zeiformes	1
188	Root;k__Animalia;p__Mollusca;c__Solenogastres;o__	Animalia	Mollusca	Solenogastres		1
189	Root;k__Animalia;p__Gastrotricha;c__;o__	Animalia	Gastrotricha			1
190	Root;k__Animalia;p__Chordata;c__Aves;o__Psittaciformes	Animalia	Chordata	Aves	Psittaciformes	1
191	Root;k__Animalia;p__Annelida;c__Clitellata;o__Rhynchobdellida	Animalia	Annelida	Clitellata	Rhynchobdellida	1
192	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Mytilida	Animalia	Mollusca	Bivalvia	Mytilida	1
193	Root;k__Animalia;p__Arthropoda;c__Copepoda;o__Polyarthra	Animalia	Arthropoda	Copepoda	Polyarthra	1
194	Root;k__Animalia;p__Mollusca;c__Monoplacophora;o__	Animalia	Mollusca	Monoplacophora		1
195	Root;k__Animalia;p__Bryozoa;c__Stenolaemata;o__Fenestrida	Animalia	Bryozoa	Stenolaemata	Fenestrida	1
196	Root;k__Animalia;p__Nematoda;c__;o__Dorylaimida	Animalia	Nematoda		Dorylaimida	1
197	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Hippuritida	Animalia	Mollusca	Bivalvia	Hippuritida	1
198	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Arcida	Animalia	Mollusca	Bivalvia	Arcida	1
199	Root;k__Animalia;p__Chordata;c__Mammalia;o__Primates	Animalia	Chordata	Mammalia	Primates	1
200	Root;k__Animalia;p__Porifera;c__;o__	Animalia	Porifera			1
201	Root;k__Animalia;p__Chordata;c__Amphibia;o__	Animalia	Chordata	Amphibia		1
202	Root;k__Animalia;p__Echinodermata;c__;o__	Animalia	Echinodermata			1
203	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Spatangoida	Animalia	Echinodermata	Echinoidea	Spatangoida	1
204	Root;k__Animalia;p__Arthropoda;c__Branchiopoda;o__Diplostraca	Animalia	Arthropoda	Branchiopoda	Diplostraca	1
205	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__	Animalia	Arthropoda	Malacostraca		1
206	Root;k__Animalia;p__Chordata;c__Aves;o__Otidiformes	Animalia	Chordata	Aves	Otidiformes	1
207	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Plecoptera	Animalia	Arthropoda	Insecta	Plecoptera	1
208	Root;k__Animalia;p__Chordata;c__Mammalia;o__Sirenia	Animalia	Chordata	Mammalia	Sirenia	1
209	Root;k__Animalia;p__Chordata;c__Mammalia;o__Pilosa	Animalia	Chordata	Mammalia	Pilosa	1
210	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Cidaroida	Animalia	Echinodermata	Echinoidea	Cidaroida	1
211	Root;k__Animalia;p__Hemichordata;c__Pterobranchia;o__	Animalia	Hemichordata	Pterobranchia		1
212	Root;k__Animalia;p__Arthropoda;c__Trilobita;o__Ptychopariida	Animalia	Arthropoda	Trilobita	Ptychopariida	1
213	Root;k__Animalia;p__Cnidaria;c__Anthozoa;o__Scleralcyonacea	Animalia	Cnidaria	Anthozoa	Scleralcyonacea	1
214	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Callipodida	Animalia	Arthropoda	Diplopoda	Callipodida	1
215	Root;k__Animalia;p__Chordata;c__;o__Tetraodontiformes	Animalia	Chordata		Tetraodontiformes	1
216	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Trypanorhyncha	Animalia	Platyhelminthes	Cestoda	Trypanorhyncha	1
217	Root;k__Animalia;p__Chordata;c__Aves;o__Procellariiformes	Animalia	Chordata	Aves	Procellariiformes	1
218	Root;k__Animalia;p__Arthropoda;c__Chilopoda;o__Lithobiomorpha	Animalia	Arthropoda	Chilopoda	Lithobiomorpha	1
219	Root;k__Animalia;p__Echinodermata;c__Asteroidea;o__Kermasida	Animalia	Echinodermata	Asteroidea	Kermasida	1
220	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__Lamniformes	Animalia	Chordata	Elasmobranchii	Lamniformes	1
221	Root;k__Animalia;p__Platyhelminthes;c__;o__Prolecithophora	Animalia	Platyhelminthes		Prolecithophora	1
222	Root;k__Animalia;p__Bryozoa;c__Stenolaemata;o__Cryptostomida	Animalia	Bryozoa	Stenolaemata	Cryptostomida	1
223	Root;k__Animalia;p__Nemertea;c__Hoplonemertea;o__Polystilifera	Animalia	Nemertea	Hoplonemertea	Polystilifera	1
224	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera	Animalia	Arthropoda	Insecta	Ephemeroptera	1
