OTU_ID	taxonomy	kingdom	phylum	class	order	Confidence
437	Root;k__Animalia;p__Echinodermata;c__Holothuroidea;o__Molpadida	Animalia	Echinodermata	Holothuroidea	Molpadida	1
438	Root;k__Animalia;p__Chordata;c__Aves;o__Pelecaniformes	Animalia	Chordata	Aves	Pelecaniformes	1
439	Root;k__Animalia;p__Chordata;c__Mammalia;o__Hyracoidea	Animalia	Chordata	Mammalia	Hyracoidea	1
440	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Colpomyida	Animalia	Mollusca	Bivalvia	Colpomyida	1
441	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Rhinebothriidea	Animalia	Platyhelminthes	Cestoda	Rhinebothriidea	1
442	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Caryophyllidea	Animalia	Platyhelminthes	Cestoda	Caryophyllidea	1
443	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Vampyromorpha	Animalia	Mollusca	Cephalopoda	Vampyromorpha	1
444	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Eoblattida	Animalia	Arthropoda	Insecta	Eoblattida	1
445	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Haplosclerida	Animalia	Porifera	Demospongiae	Haplosclerida	1
446	Root;k__Animalia;p__Kinorhyncha;c__Allomalorhagida;o__	Animalia	Kinorhyncha	Allomalorhagida		1
447	Root;k__Animalia;p__Chordata;c__Aves;o__Pteroclidiformes	Animalia	Chordata	Aves	Pteroclidiformes	1
448	Root;k__Animalia;p__Chordata;c__;o__Osteoglossiformes	Animalia	Chordata		Osteoglossiformes	1
449	Root;k__Animalia;p__Chordata;c__Mammalia;o__Afrosoricida	Animalia	Chordata	Mammalia	Afrosoricida	1
450	Root;k__Animalia;p__Platyhelminthes;c__Monogenea;o__Polystomatidea	Animalia	Platyhelminthes	Monogenea	Polystomatidea	1
451	Root;k__Animalia;p__Cnidaria;c__;o__	Animalia	Cnidaria			1
452	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Solemyida	Animalia	Mollusca	Bivalvia	Solemyida	1
453	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Platydesmida	Animalia	Arthropoda	Diplopoda	Platydesmida	1
454	Root;k__Animalia;p__Arthropoda;c__Branchiopoda;o__Anostraca	Animalia	Arthropoda	Branchiopoda	Anostraca	1
455	Root;k__Animalia;p__Cnidaria;c__Anthozoa;o__Corallimorpharia	Animalia	Cnidaria	Anthozoa	Corallimorpharia	1
456	Root;k__Animalia;p__Brachiopoda;c__Rhynchonellata;o__Thecideida	Animalia	Brachiopoda	Rhynchonellata	Thecideida	1
457	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Cumacea	Animalia	Arthropoda	Malacostraca	Cumacea	1
458	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Spongillida	Animalia	Porifera	Demospongiae	Spongillida	1
459	Root;k__Animalia;p__Chordata;c__Aves;o__Struthioniformes	Animalia	Chordata	Aves	Struthioniformes	1
460	Root;k__Animalia;p__Brachiopoda;c__Craniata;o__	Animalia	Brachiopoda	Craniata		1
461	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Zoraptera	Animalia	Arthropoda	Insecta	Zoraptera	1
462	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Aplysiida	Animalia	Mollusca	Gastropoda	Aplysiida	1
463	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Phymosomatoida	Animalia	Echinodermata	Echinoidea	Phymosomatoida	1
464	Root;k__Animalia;p__Chordata;c__Aves;o__Coliiformes	Animalia	Chordata	Aves	Coliiformes	1
465	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Glosselytrodea	Animalia	Arthropoda	Insecta	Glosselytrodea	1
466	Root;k__Animalia;p__Annelida;c__Clitellata;o__Haplotaxida	Animalia	Annelida	Clitellata	Haplotaxida	1
467	Root;k__Animalia;p__Chordata;c__Mammalia;o__Peramelemorphia	Animalia	Chordata	Mammalia	Peramelemorphia	1
468	Root;k__Animalia;p__Acanthocephala;c__Palaeacanthocephala;o__Polymorphida	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	1
469	Root;k__Animalia;p__Platyhelminthes;c__;o__	Animalia	Platyhelminthes			1
470	Root;k__Animalia;p__Priapulida;c__;o__	Animalia	Priapulida			1
471	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Ricinulei	Animalia	Arthropoda	Arachnida	Ricinulei	1
472	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Litobothriidea	Animalia	Platyhelminthes	Cestoda	Litobothriidea	1
473	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__Heterodontiformes	Animalia	Chordata	Elasmobranchii	Heterodontiformes	1
474	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Tetraphyllidea	Animalia	Platyhelminthes	Cestoda	Tetraphyllidea	1
475	Root;k__Animalia;p__Chordata;c__;o__Copelata	Animalia	Chordata		Copelata	1
476	Root;k__Animalia;p__Entoprocta;c__;o__Solitaria	Animalia	Entoprocta		Solitaria	1
477	Root;k__Animalia;p__Chordata;c__Mammalia;o__Monotremata	Animalia	Chordata	Mammalia	Monotremata	1
478	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Prolecanitida	Animalia	Mollusca	Cephalopoda	Prolecanitida	1
479	Root;k__Animalia;p__Porifera;c__Hexactinellida;o__Lyssacinosida	Animalia	Porifera	Hexactinellida	Lyssacinosida	1
480	Root;k__Animalia;p__Annelida;c__Clitellata;o__Branchiobdellida	Animalia	Annelida	Clitellata	Branchiobdellida	1
481	Root;k__Animalia;p__Bryozoa;c__Stenolaemata;o__Cystoporida	Animalia	Bryozoa	Stenolaemata	Cystoporida	1
482	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Tethyida	Animalia	Porifera	Demospongiae	Tethyida	1
483	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__Torpediniformes	Animalia	Chordata	Elasmobranchii	Torpediniformes	1
484	Root;k__Animalia;p__Chordata;c__Aves;o__Suliformes	Animalia	Chordata	Aves	Suliformes	1
485	Root;k__Animalia;p__Chordata;c__Elasmobranchii;o__Myliobatiformes	Animalia	Chordata	Elasmobranchii	Myliobatiformes	1
486	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Nuculida	Animalia	Mollusca	Bivalvia	Nuculida	1
487	Root;k__Animalia;p__Chordata;c__;o__Notacanthiformes	Animalia	Chordata		Notacanthiformes	1
488	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Limida	Animalia	Mollusca	Bivalvia	Limida	1
489	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Diphyllobothriidea	Animalia	Platyhelminthes	Cestoda	Diphyllobothriidea	1
490	Root;k__Animalia;p__Arthropoda;c__Trilobita;o__Harpetida	Animalia	Arthropoda	Trilobita	Harpetida	1
491	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Pleurobranchida	Animalia	Mollusca	Gastropoda	Pleurobranchida	1
492	Root;k__Animalia;p__Placozoa;c__Uniplacotomia;o__Trichoplacea	Animalia	Placozoa	Uniplacotomia	Trichoplacea	1
493	Root;k__Animalia;p__Cnidaria;c__Cubozoa;o__Chirodropida	Animalia	Cnidaria	Cubozoa	Chirodropida	1
494	Root;k__Animalia;p__Chordata;c__Sphenodontia;o__	Animalia	Chordata	Sphenodontia		1
495	Root;k__Animalia;p__Chordata;c__;o__Gonorynchiformes	Animalia	Chordata		Gonorynchiformes	1
496	Root;k__Animalia;p__Acanthocephala;c__Eoacanthocephala;o__Gyracanthocephala	Animalia	Acanthocephala	Eoacanthocephala	Gyracanthocephala	1
497	Root;k__Animalia;p__Arthropoda;c__Protura;o__Protura	Animalia	Arthropoda	Protura	Protura	1
498	Root;k__Animalia;p__Chordata;c__Aves;o__Gaviiformes	Animalia	Chordata	Aves	Gaviiformes	1
499	Root;k__Animalia;p__Platyhelminthes;c__Trematoda;o__Stichocotylida	Animalia	Platyhelminthes	Trematoda	Stichocotylida	1
500	Root;k__Animalia;p__Chordata;c__Aves;o__Podicipediformes	Animalia	Chordata	Aves	Podicipediformes	1
501	Root;k__Animalia;p__Echinodermata;c__Holothuroidea;o__Persiculida	Animalia	Echinodermata	Holothuroidea	Persiculida	1
502	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Aspidodiadematoida	Animalia	Echinodermata	Echinoidea	Aspidodiadematoida	1
503	Root;k__Animalia;p__Chordata;c__Mammalia;o__Pholidota	Animalia	Chordata	Mammalia	Pholidota	1
504	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Sphaerotheriida	Animalia	Arthropoda	Diplopoda	Sphaerotheriida	1
505	Root;k__Animalia;p__Sipuncula;c__Sipunculidea;o__Sipunculiformes	Animalia	Sipuncula	Sipunculidea	Sipunculiformes	1
506	Root;k__Animalia;p__Platyhelminthes;c__;o__Fecampiida	Animalia	Platyhelminthes		Fecampiida	1
507	Root;k__Animalia;p__Priapulida;c__;o__Halicryptomorpha	Animalia	Priapulida		Halicryptomorpha	1
508	Root;k__Animalia;p__Arthropoda;c__Pycnogonida;o__Palaeopantopoda	Animalia	Arthropoda	Pycnogonida	Palaeopantopoda	1
509	Root;k__Animalia;p__Sipuncula;c__Sipunculidea;o__Golfingiiformes	Animalia	Sipuncula	Sipunculidea	Golfingiiformes	1
510	Root;k__Animalia;p__Porifera;c__Calcarea;o__	Animalia	Porifera	Calcarea		1
511	Root;k__Animalia;p__Annelida;c__Clitellata;o__	Animalia	Annelida	Clitellata		1
512	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Ixodida	Animalia	Arthropoda	Arachnida	Ixodida	1
513	Root;k__Animalia;p__Entoprocta;c__;o__Coloniales	Animalia	Entoprocta		Coloniales	1
514	Root;k__Animalia;p__Nematoda;c__;o__	Animalia	Nematoda			1
515	Root;k__Animalia;p__Platyhelminthes;c__Monogenea;o__Monocotylidea	Animalia	Platyhelminthes	Monogenea	Monocotylidea	1
516	Root;k__Animalia;p__Echinodermata;c__Crinoidea;o__Encrinida	Animalia	Echinodermata	Crinoidea	Encrinida	1
517	Root;k__Animalia;p__Platyhelminthes;c__;o__Bothrioplanida	Animalia	Platyhelminthes		Bothrioplanida	1
518	Root;k__Animalia;p__Ctenophora;c__Tentaculata;o__Cryptolobiferida	Animalia	Ctenophora	Tentaculata	Cryptolobiferida	1
519	Root;k__Animalia;p__Hemichordata;c__;o__	Animalia	Hemichordata			1
520	Root;k__Animalia;p__Brachiopoda;c__Craniata;o__Craniida	Animalia	Brachiopoda	Craniata	Craniida	1
521	Root;k__Animalia;p__Echinodermata;c__Ophiuroidea;o__Ophioleucida	Animalia	Echinodermata	Ophiuroidea	Ophioleucida	1
522	Root;k__Animalia;p__Acanthocephala;c__Eoacanthocephala;o__Neoechinorhynchida	Animalia	Acanthocephala	Eoacanthocephala	Neoechinorhynchida	1
523	Root;k__Animalia;p__Arthropoda;c__Maxillopoda;o__	Animalia	Arthropoda	Maxillopoda		1
524	Root;k__Animalia;p__Chordata;c__Aves;o__Trogoniformes	Animalia	Chordata	Aves	Trogoniformes	1
525	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Bubarida	Animalia	Porifera	Demospongiae	Bubarida	1
526	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Desmacellida	Animalia	Porifera	Demospongiae	Desmacellida	1
527	Root;k__Animalia;p__Kinorhyncha;c__Cyclorhagida;o__Echinorhagata	Animalia	Kinorhyncha	Cyclorhagida	Echinorhagata	1
528	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Lophogastrida	Animalia	Arthropoda	Malacostraca	Lophogastrida	1
529	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Miomoptera	Animalia	Arthropoda	Insecta	Miomoptera	1
530	Root;k__Animalia;p__Rotifera;c__Eurotatoria;o__Collothecacea	Animalia	Rotifera	Eurotatoria	Collothecacea	1
531	Root;k__Animalia;p__Tardigrada;c__Heterotardigrada;o__Arthrotardigrada	Animalia	Tardigrada	Heterotardigrada	Arthrotardigrada	1
532	Root;k__Animalia;p__Mollusca;c__Polyplacophora;o__Chelodida	Animalia	Mollusca	Polyplacophora	Chelodida	1
533	Root;k__Animalia;p__Arthropoda;c__Pycnogonida;o__	Animalia	Arthropoda	Pycnogonida		1
534	Root;k__Animalia;p__Nematoda;c__;o__Triplonchida	Animalia	Nematoda		Triplonchida	1
535	Root;k__Animalia;p__Chordata;c__;o__Salmoniformes	Animalia	Chordata		Salmoniformes	1
536	Root;k__Animalia;p__Kinorhyncha;c__;o__	Animalia	Kinorhyncha			1
537	Root;k__Animalia;p__Nematoda;c__;o__Muspiceida	Animalia	Nematoda		Muspiceida	1
538	Root;k__Animalia;p__Chordata;c__Aves;o__Musophagiformes	Animalia	Chordata	Aves	Musophagiformes	1
539	Root;k__Animalia;p__Chordata;c__;o__Gasterosteiformes	Animalia	Chordata		Gasterosteiformes	1
540	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Bathynellacea	Animalia	Arthropoda	Malacostraca	Bathynellacea	1
541	Root;k__Animalia;p__Chordata;c__Coelacanthi;o__Coelacanthiformes	Animalia	Chordata	Coelacanthi	Coelacanthiformes	1
542	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Actinodontida	Animalia	Mollusca	Bivalvia	Actinodontida	1
543	Root;k__Animalia;p__Arthropoda;c__Maxillopoda;o__Dendrogastrida	Animalia	Arthropoda	Maxillopoda	Dendrogastrida	1
544	Root;k__Animalia;p__Arthropoda;c__Maxillopoda;o__Akentrogonida	Animalia	Arthropoda	Maxillopoda	Akentrogonida	1
545	Root;k__Animalia;p__Ctenophora;c__Tentaculata;o__Lobata	Animalia	Ctenophora	Tentaculata	Lobata	1
546	Root;k__Animalia;p__Chordata;c__Aves;o__Ciconiiformes	Animalia	Chordata	Aves	Ciconiiformes	1
547	Root;k__Animalia;p__Bryozoa;c__Stenolaemata;o__Esthonioporata	Animalia	Bryozoa	Stenolaemata	Esthonioporata	1
548	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Runcinida	Animalia	Mollusca	Gastropoda	Runcinida	1
549	Root;k__Animalia;p__Arthropoda;c__Trilobita;o__Olenellida	Animalia	Arthropoda	Trilobita	Olenellida	1
550	Root;k__Animalia;p__Chordata;c__Aves;o__Eurypygiformes	Animalia	Chordata	Aves	Eurypygiformes	1
551	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Palpigradi	Animalia	Arthropoda	Arachnida	Palpigradi	1
552	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Megalodontida	Animalia	Mollusca	Bivalvia	Megalodontida	1
553	Root;k__Animalia;p__Chordata;c__;o__Esociformes	Animalia	Chordata		Esociformes	1
554	Root;k__Animalia;p__Porifera;c__Calcarea;o__Baerida	Animalia	Porifera	Calcarea	Baerida	1
555	Root;k__Animalia;p__Annelida;c__Clitellata;o__Euhirudinea	Animalia	Annelida	Clitellata	Euhirudinea	1
556	Root;k__Animalia;p__Kinorhyncha;c__Allomalorhagida;o__Anomoirhaga	Animalia	Kinorhyncha	Allomalorhagida	Anomoirhaga	1
557	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Stemmiulida	Animalia	Arthropoda	Diplopoda	Stemmiulida	1
558	Root;k__Animalia;p__Hemichordata;c__Pterobranchia;o__Rhabdopleurida	Animalia	Hemichordata	Pterobranchia	Rhabdopleurida	1
559	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Holectypoida	Animalia	Echinodermata	Echinoidea	Holectypoida	1
560	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Modiomorphida	Animalia	Mollusca	Bivalvia	Modiomorphida	1
561	Root;k__Animalia;p__Mollusca;c__Rostroconchia;o__	Animalia	Mollusca	Rostroconchia		1
562	Root;k__Animalia;p__Loricifera;c__;o__Nanaloricida	Animalia	Loricifera		Nanaloricida	1
563	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Stomopneustoida	Animalia	Echinodermata	Echinoidea	Stomopneustoida	1
564	Root;k__Animalia;p__Annelida;c__;o__	Animalia	Annelida			1
565	Root;k__Animalia;p__Arthropoda;c__Ostracoda;o__	Animalia	Arthropoda	Ostracoda		1
566	Root;k__Animalia;p__Echinodermata;c__Asteroidea;o__Euaxosida	Animalia	Echinodermata	Asteroidea	Euaxosida	1
567	Root;k__Animalia;p__Priapulida;c__;o__Priapulomorpha	Animalia	Priapulida		Priapulomorpha	1
568	Root;k__Animalia;p__Cnidaria;c__Cubozoa;o__Carybdeida	Animalia	Cnidaria	Cubozoa	Carybdeida	1
569	Root;k__Animalia;p__Ctenophora;c__Tentaculata;o__Cambojiida	Animalia	Ctenophora	Tentaculata	Cambojiida	1
570	Root;k__Animalia;p__Chordata;c__;o__Gymnotiformes	Animalia	Chordata		Gymnotiformes	1
571	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Sphaerocladina	Animalia	Porifera	Demospongiae	Sphaerocladina	1
572	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Polymastiida	Animalia	Porifera	Demospongiae	Polymastiida	1
573	Root;k__Animalia;p__Mollusca;c__Caudofoveata;o__Chaetodermatida	Animalia	Mollusca	Caudofoveata	Chaetodermatida	1
574	Root;k__Animalia;p__Echinodermata;c__Holothuroidea;o__	Animalia	Echinodermata	Holothuroidea		1
575	Root;k__Animalia;p__Arthropoda;c__Maxillopoda;o__Scalpelliformes	Animalia	Arthropoda	Maxillopoda	Scalpelliformes	1
576	Root;k__Animalia;p__Mollusca;c__Cricoconarida;o__	Animalia	Mollusca	Cricoconarida		1
577	Root;k__Animalia;p__Arthropoda;c__Arachnida;o__Uropygi	Animalia	Arthropoda	Arachnida	Uropygi	1
578	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Leptostraca	Animalia	Arthropoda	Malacostraca	Leptostraca	1
579	Root;k__Animalia;p__Arthropoda;c__Chilopoda;o__Craterostigmomorpha	Animalia	Arthropoda	Chilopoda	Craterostigmomorpha	1
580	Root;k__Animalia;p__Mollusca;c__Scaphopoda;o__Dentaliida	Animalia	Mollusca	Scaphopoda	Dentaliida	1
581	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Nippotaeniidea	Animalia	Platyhelminthes	Cestoda	Nippotaeniidea	1
582	Root;k__Animalia;p__Mollusca;c__Bivalvia;o__Fordillida	Animalia	Mollusca	Bivalvia	Fordillida	1
583	Root;k__Animalia;p__Porifera;c__Hexactinellida;o__Amphidiscosida	Animalia	Porifera	Hexactinellida	Amphidiscosida	1
584	Root;k__Animalia;p__Chordata;c__Aves;o__Tinamiformes	Animalia	Chordata	Aves	Tinamiformes	1
585	Root;k__Animalia;p__Acanthocephala;c__Archiacanthocephala;o__Apororhynchida	Animalia	Acanthocephala	Archiacanthocephala	Apororhynchida	1
586	Root;k__Animalia;p__Nemertea;c__Palaeonemertea;o__	Animalia	Nemertea	Palaeonemertea		1
587	Root;k__Animalia;p__Arthropoda;c__Maxillopoda;o__Laurida	Animalia	Arthropoda	Maxillopoda	Laurida	1
588	Root;k__Animalia;p__Acanthocephala;c__Archiacanthocephala;o__Moniliformida	Animalia	Acanthocephala	Archiacanthocephala	Moniliformida	1
589	Root;k__Animalia;p__Echinodermata;c__Asteroidea;o__Hadrosida	Animalia	Echinodermata	Asteroidea	Hadrosida	1
590	Root;k__Animalia;p__Echinodermata;c__Asteroidea;o__Trichasteropsida	Animalia	Echinodermata	Asteroidea	Trichasteropsida	1
591	Root;k__Animalia;p__Ctenophora;c__;o__	Animalia	Ctenophora			1
592	Root;k__Animalia;p__Chordata;c__Mammalia;o__Microbiotheria	Animalia	Chordata	Mammalia	Microbiotheria	1
593	Root;k__Animalia;p__Bryozoa;c__Stenolaemata;o__Melicerititida	Animalia	Bryozoa	Stenolaemata	Melicerititida	1
594	Root;k__Animalia;p__Chordata;c__;o__Acipenseriformes	Animalia	Chordata		Acipenseriformes	1
595	Root;k__Animalia;p__Mollusca;c__Cricoconarida;o__Tentaculitida	Animalia	Mollusca	Cricoconarida	Tentaculitida	1
596	Root;k__Animalia;p__Mollusca;c__Cephalopoda;o__Bathyteuthida	Animalia	Mollusca	Cephalopoda	Bathyteuthida	1
597	Root;k__Animalia;p__Chordata;c__;o__Polymixiiformes	Animalia	Chordata		Polymixiiformes	1
598	Root;k__Animalia;p__Arthropoda;c__Maxillopoda;o__Pygophora	Animalia	Arthropoda	Maxillopoda	Pygophora	1
599	Root;k__Animalia;p__Dicyemida;c__Rhombozoa;o__	Animalia	Dicyemida	Rhombozoa		1
600	Root;k__Animalia;p__Cnidaria;c__Scyphozoa;o__Semaeostomeae	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	1
601	Root;k__Animalia;p__Chaetognatha;c__Sagittoidea;o__Phragmophora	Animalia	Chaetognatha	Sagittoidea	Phragmophora	1
602	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Siphonophorida	Animalia	Arthropoda	Diplopoda	Siphonophorida	1
603	Root;k__Animalia;p__Chordata;c__Thaliacea;o__Doliolida	Animalia	Chordata	Thaliacea	Doliolida	1
604	Root;k__Animalia;p__Echinodermata;c__Asteroidea;o__Brisingida	Animalia	Echinodermata	Asteroidea	Brisingida	1
605	Root;k__Animalia;p__Arthropoda;c__Ostracoda;o__Leperditicopida	Animalia	Arthropoda	Ostracoda	Leperditicopida	1
606	Root;k__Animalia;p__Mollusca;c__Polyplacophora;o__Callochitonida	Animalia	Mollusca	Polyplacophora	Callochitonida	1
607	Root;k__Animalia;p__Porifera;c__Homoscleromorpha;o__Homosclerophorida	Animalia	Porifera	Homoscleromorpha	Homosclerophorida	1
608	Root;k__Animalia;p__Mollusca;c__Monoplacophora;o__Neopilinida	Animalia	Mollusca	Monoplacophora	Neopilinida	1
609	Root;k__Animalia;p__Chordata;c__Aves;o__Cariamiformes	Animalia	Chordata	Aves	Cariamiformes	1
610	Root;k__Animalia;p__Phoronida;c__;o__	Animalia	Phoronida			1
611	Root;k__Animalia;p__Platyhelminthes;c__Trematoda;o__	Animalia	Platyhelminthes	Trematoda		1
612	Root;k__Animalia;p__Sipuncula;c__Phascolosomatidea;o__Phascolosomatiformes	Animalia	Sipuncula	Phascolosomatidea	Phascolosomatiformes	1
613	Root;k__Animalia;p__Platyhelminthes;c__Monogenea;o__Chimaericolidea	Animalia	Platyhelminthes	Monogenea	Chimaericolidea	1
614	Root;k__Animalia;p__Chordata;c__Myxini;o__Myxiniformes	Animalia	Chordata	Myxini	Myxiniformes	1
615	Root;k__Animalia;p__Chordata;c__Aves;o__Leptosomiformes	Animalia	Chordata	Aves	Leptosomiformes	1
616	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Pedinoida	Animalia	Echinodermata	Echinoidea	Pedinoida	1
617	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Titanoptera	Animalia	Arthropoda	Insecta	Titanoptera	1
618	Root;k__Animalia;p__Chordata;c__Aves;o__Casuariiformes	Animalia	Chordata	Aves	Casuariiformes	1
619	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Hypoperlida	Animalia	Arthropoda	Insecta	Hypoperlida	1
620	Root;k__Animalia;p__Annelida;c__Clitellata;o__Parvidrilida	Animalia	Annelida	Clitellata	Parvidrilida	1
621	Root;k__Animalia;p__Arthropoda;c__Branchiopoda;o__Notostraca	Animalia	Arthropoda	Branchiopoda	Notostraca	1
622	Root;k__Animalia;p__Chordata;c__;o__Polypteriformes	Animalia	Chordata		Polypteriformes	1
623	Root;k__Animalia;p__Platyhelminthes;c__Cestoda;o__Haplobothriidea	Animalia	Platyhelminthes	Cestoda	Haplobothriidea	1
624	Root;k__Animalia;p__Arthropoda;c__Cephalocarida;o__Brachypoda	Animalia	Arthropoda	Cephalocarida	Brachypoda	1
625	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Polyzoniida	Animalia	Arthropoda	Diplopoda	Polyzoniida	1
626	Root;k__Animalia;p__Gnathostomulida;c__;o__Filospermoidea	Animalia	Gnathostomulida		Filospermoidea	1
627	Root;k__Animalia;p__Kinorhyncha;c__Cyclorhagida;o__Xenosomata	Animalia	Kinorhyncha	Cyclorhagida	Xenosomata	1
628	Root;k__Animalia;p__Rotifera;c__Pararotatoria;o__Seisonacea	Animalia	Rotifera	Pararotatoria	Seisonacea	1
629	Root;k__Animalia;p__Platyhelminthes;c__;o__Prorhynchida	Animalia	Platyhelminthes		Prorhynchida	1
630	Root;k__Animalia;p__Echinodermata;c__Asteroidea;o__Peripodida	Animalia	Echinodermata	Asteroidea	Peripodida	1
631	Root;k__Animalia;p__Acanthocephala;c__Archiacanthocephala;o__Gigantorhynchida	Animalia	Acanthocephala	Archiacanthocephala	Gigantorhynchida	1
632	Root;k__Animalia;p__Chordata;c__;o__Ateleopodiformes	Animalia	Chordata		Ateleopodiformes	1
633	Root;k__Animalia;p__Xenacoelomorpha;c__;o__Nemertodermatida	Animalia	Xenacoelomorpha		Nemertodermatida	1
634	Root;k__Animalia;p__Sipuncula;c__Phascolosomatidea;o__Aspidosiphoniformes	Animalia	Sipuncula	Phascolosomatidea	Aspidosiphoniformes	1
635	Root;k__Animalia;p__Ctenophora;c__Tentaculata;o__Cestida	Animalia	Ctenophora	Tentaculata	Cestida	1
636	Root;k__Animalia;p__Rotifera;c__Eurotatoria;o__Flosculariaceae	Animalia	Rotifera	Eurotatoria	Flosculariaceae	1
637	Root;k__Animalia;p__Annelida;c__Clitellata;o__Alluroidida	Animalia	Annelida	Clitellata	Alluroidida	1
638	Root;k__Animalia;p__Platyhelminthes;c__;o__Dolichomicrostomida	Animalia	Platyhelminthes		Dolichomicrostomida	1
639	Root;k__Animalia;p__Echinodermata;c__Ophiuroidea;o__Ophioscolecida	Animalia	Echinodermata	Ophiuroidea	Ophioscolecida	1
640	Root;k__Animalia;p__Mollusca;c__Gastropoda;o__Umbraculida	Animalia	Mollusca	Gastropoda	Umbraculida	1
641	Root;k__Animalia;p__Arthropoda;c__Insecta;o__Paoliida	Animalia	Arthropoda	Insecta	Paoliida	1
642	Root;k__Animalia;p__Arthropoda;c__Chilopoda;o__	Animalia	Arthropoda	Chilopoda		1
643	Root;k__Animalia;p__Cnidaria;c__Hydrozoa;o__Actinulida	Animalia	Cnidaria	Hydrozoa	Actinulida	1
644	Root;k__Animalia;p__Nematoda;c__;o__Dioctophymatida	Animalia	Nematoda		Dioctophymatida	1
645	Root;k__Animalia;p__Orthonectida;c__;o__	Animalia	Orthonectida			1
646	Root;k__Animalia;p__Arthropoda;c__Malacostraca;o__Euphausiacea	Animalia	Arthropoda	Malacostraca	Euphausiacea	1
647	Root;k__Animalia;p__Chordata;c__;o__Stephanoberyciformes	Animalia	Chordata		Stephanoberyciformes	1
648	Root;k__Animalia;p__Platyhelminthes;c__Monogenea;o__Montchadskyellidea	Animalia	Platyhelminthes	Monogenea	Montchadskyellidea	1
649	Root;k__Animalia;p__Arthropoda;c__Remipedia;o__Enantiopoda	Animalia	Arthropoda	Remipedia	Enantiopoda	1
650	Root;k__Animalia;p__Echinodermata;c__Echinoidea;o__Salenioida	Animalia	Echinodermata	Echinoidea	Salenioida	1
651	Root;k__Animalia;p__Arthropoda;c__Diplopoda;o__Siphoniulida	Animalia	Arthropoda	Diplopoda	Siphoniulida	1
652	Root;k__Animalia;p__Chordata;c__Aves;o__Phaethontiformes	Animalia	Chordata	Aves	Phaethontiformes	1
653	Root;k__Animalia;p__Porifera;c__Demospongiae;o__Merliida	Animalia	Porifera	Demospongiae	Merliida	1
654	Root;k__Animalia;p__Chordata;c__Aves;o__Mesitornithiformes	Animalia	Chordata	Aves	Mesitornithiformes	1
655	Root;k__Animalia;p__Porifera;c__Calcarea;o__Lithonida	Animalia	Porifera	Calcarea	Lithonida	1
