OTU_ID	nr_authors	taxonomicResearchNeeded	cropWildRelatives	horizonInvasives	habitatsDir	marineDir	iasListConcern	redlistFull	birdDir	pollinators
33	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	142.0	14.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	356.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	37.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	49.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
42	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	941.0	75.0	0.0	4.0	17.0	0.0	7.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	4193.0	91.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
46	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	85.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	1280.0	351.0	0.0	7.0	0.0	0.0	3.0	15.0	35.0	0.0
52	32.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	51.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
55	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	15.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
58	358.0	138.0	0.0	3.0	0.0	0.0	0.0	20.0	0.0	0.0
59	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	332.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
64	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65	1100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
66	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	89.0	8.0	0.0	2.0	7.0	0.0	3.0	5.0	0.0	0.0
75	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	2191.0	56.0	0.0	4.0	43.0	0.0	2.0	9.0	0.0	0.0
78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79	38.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	4.0	18.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
81	336.0	150.0	0.0	0.0	17.0	0.0	0.0	19.0	0.0	0.0
82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	3.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	144.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	71.0	18.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0
90	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	303.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	36.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	302.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	49.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0
96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	669.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98	104.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
99	170.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0
100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	342.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	962.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	17.0	7.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0
108	34.0	19.0	0.0	0.0	8.0	6.0	0.0	6.0	0.0	0.0
109	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110	420.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
111	468.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
115	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	31.0	56.0	0.0	0.0	0.0	25.0	2.0	8.0	8.0	0.0
117	601.0	55.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0
118	241.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
119	59.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
124	17.0	20.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	0.0
125	60.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	145.0	144.0	0.0	0.0	0.0	50.0	0.0	18.0	25.0	0.0
127	515.0	38.0	0.0	2.0	24.0	4.0	4.0	0.0	0.0	0.0
128	139.0	31.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
129	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132	238.0	11.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134	225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135	375.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136	40.0	93.0	0.0	0.0	0.0	27.0	0.0	2.0	0.0	0.0
137	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138	46.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
139	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141	388.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	74.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	100.0	36.0	0.0	0.0	0.0	10.0	0.0	5.0	0.0	0.0
144	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	20.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	21.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	71.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	31.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151	1010.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	39.0	48.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
154	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	561.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
157	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
158	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159	82.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	242.0	43.0	0.0	0.0	37.0	28.0	0.0	0.0	0.0	0.0
167	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
169	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
171	157.0	41.0	0.0	1.0	28.0	0.0	0.0	10.0	0.0	0.0
172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
173	6.0	27.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
174	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
178	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179	4.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
182	33.0	28.0	0.0	0.0	0.0	15.0	0.0	10.0	0.0	0.0
183	25.0	33.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
184	45.0	33.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
187	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
190	185.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
191	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192	29.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
196	312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
197	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
199	351.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
204	38.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206	8.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0
207	228.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
208	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
210	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
213	3.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
214	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	14.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
217	92.0	28.0	0.0	0.0	0.0	18.0	0.0	7.0	11.0	0.0
218	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
220	30.0	11.0	0.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0
221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
222	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
224	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
225	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
226	453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
227	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
230	508.0	33.0	0.0	0.0	11.0	0.0	0.0	9.0	0.0	0.0
231	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
232	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
233	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
234	76.0	81.0	0.0	1.0	14.0	18.0	0.0	6.0	0.0	0.0
235	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	12.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238	103.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
239	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
241	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
242	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
244	14.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
245	34.0	37.0	0.0	0.0	0.0	16.0	0.0	7.0	0.0	0.0
246	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
248	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
249	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
252	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
256	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258	83.0	85.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
259	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
262	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263	26.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
264	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
265	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269	6.0	19.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
270	33.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
271	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272	378.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273	14.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276	3.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
277	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
281	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284	31.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
285	94.0	19.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0
286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
288	34.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
289	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
292	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
294	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298	270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
299	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
300	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302	32.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
303	3.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
305	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
310	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
314	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
315	25.0	27.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
316	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
317	223.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
319	17.0	51.0	0.0	0.0	0.0	23.0	0.0	3.0	0.0	0.0
320	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322	84.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
326	155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
327	56.0	9.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
329	64.0	67.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0
